team_raw,action,start,end,half,pos_x,pos_y,source_layer
Galatasaray (29205),Orta Mesafeli Kale Vuruşları (10-40 mt),282.55,294.55,1,70.42,40.95,(2)_timeline
Galatasaray (29205),Orta Mesafeli Kale Vuruşları (10-40 mt),282.55,294.55,1,61.58,53.58,(2)_timeline
Galatasaray (29205),Paslar adresi bulanlar,282.55,294.55,1,61.58,53.58,(2)_timeline
Galatasaray (29205),Paslar adresi bulanlar,282.55,294.55,1,70.42,40.95,(2)_timeline
Galatasaray (29205),İsabetli İlerletici Paslar,282.55,294.55,1,61.58,53.58,(2)_timeline
Galatasaray (29205),Kısa Kale Vuruşları (0-10 mt),286.55,298.55,1,61.58,57.52,(2)_timeline
Galatasaray (29205),Paslar adresi bulanlar,286.55,298.55,1,61.58,57.52,(2)_timeline
Galatasaray (29205),Orta Mesafeli Kale Vuruşları (10-40 mt),289.55,301.55,1,61.46,46.74,(2)_timeline
Galatasaray (29205),Paslar adresi bulanlar,289.55,301.55,1,61.46,46.74,(2)_timeline
Galatasaray (29205),Top Taşıma,290.55,302.55,1,53.93,17.94,(2)_timeline
Galatasaray (29205),Kısa Kale Vuruşları (0-10 mt),295.55,307.55,1,69.23,11.5,(2)_timeline
Galatasaray (29205),Paslar adresi bulanlar,295.55,307.55,1,69.23,11.5,(2)_timeline
Galatasaray (29205),Orta Mesafeli Kale Vuruşları (10-40 mt),299.55,311.55,1,59.19,10.58,(2)_timeline
Galatasaray (29205),Paslar adresi bulanlar,299.55,311.55,1,59.19,10.58,(2)_timeline
Galatasaray (29205),Orta Mesafeli Kale Vuruşları (10-40 mt),302.55,314.55,1,47.12,30.3,(2)_timeline
Galatasaray (29205),Paslar adresi bulanlar,302.55,314.55,1,47.12,30.3,(2)_timeline
Galatasaray (29205),Kısa Kale Vuruşları (0-10 mt),304.55,316.55,1,46.17,51.34,(2)_timeline
Galatasaray (29205),Paslar adresi bulanlar,304.55,316.55,1,46.17,51.34,(2)_timeline
Galatasaray (29205),Kısa Kale Vuruşları (0-10 mt),305.55,317.55,1,51.31,41.35,(2)_timeline
Galatasaray (29205),Paslar adresi bulanlar,305.55,317.55,1,51.31,41.35,(2)_timeline
Galatasaray (29205),Orta Mesafeli Kale Vuruşları (10-40 mt),306.55,318.55,1,42.58,48.06,(2)_timeline
Galatasaray (29205),Paslar adresi bulanlar,306.55,318.55,1,42.58,48.06,(2)_timeline
Galatasaray (29205),Başarılı İleri Paslar,312.55,324.55,1,27.05,32.41,(2)_timeline
Galatasaray (29205),Kısa Kale Vuruşları (0-10 mt),312.55,324.55,1,27.05,32.41,(2)_timeline
Galatasaray (29205),Paslar adresi bulanlar,312.55,324.55,1,27.05,32.41,(2)_timeline
Galatasaray (29205),Başarısız İleri Paslar,315.55,327.55,1,45.45,36.75,(2)_timeline
Galatasaray (29205),Başarısız İlerletici Paslar,315.55,327.55,1,45.45,36.75,(2)_timeline
Galatasaray (29205),Orta Mesafeli Kale Vuruşları (10-40 mt),315.55,327.55,1,45.45,36.75,(2)_timeline
Galatasaray (29205),Top Kaybı,315.55,327.55,1,76.88,23.6,(2)_timeline
Galatasaray (29205),İsabetsiz paslar,315.55,327.55,1,45.45,36.75,(2)_timeline
Caykur Rizespor (62850),Geri Kazanılan Toplar,321.55,333.55,1,8.53,52.82,(2)_timeline
Caykur Rizespor (62850),Orta Mesafeli Kale Vuruşları (10-40 mt),323.55,335.55,1,9.36,49.79,(2)_timeline
Caykur Rizespor (62850),Paslar adresi bulanlar,323.55,335.55,1,9.36,49.79,(2)_timeline
Caykur Rizespor (62850),Kısa Kale Vuruşları (0-10 mt),328.55,340.55,1,31.95,15.47,(2)_timeline
Caykur Rizespor (62850),Paslar adresi bulanlar,328.55,340.55,1,31.95,15.47,(2)_timeline
Caykur Rizespor (62850),Orta Mesafeli Kale Vuruşları (10-40 mt),333.55,345.55,1,26.09,23.23,(2)_timeline
Caykur Rizespor (62850),Paslar adresi bulanlar,333.55,345.55,1,26.09,23.23,(2)_timeline
Caykur Rizespor (62850),Başarısız Uzun Toplar,335.55,347.55,1,31.47,1.67,(2)_timeline
Caykur Rizespor (62850),Başarısız İleri Paslar,335.55,347.55,1,31.47,1.67,(2)_timeline
Caykur Rizespor (62850),Başarısız İlerletici Paslar,335.55,347.55,1,31.47,1.67,(2)_timeline
Caykur Rizespor (62850),Top Kaybı,335.55,347.55,1,73.05,9.82,(2)_timeline
Caykur Rizespor (62850),Uzun Kale Vuruşları (40+ mt),335.55,347.55,1,31.47,1.67,(2)_timeline
Caykur Rizespor (62850),İsabetsiz paslar,335.55,347.55,1,31.47,1.67,(2)_timeline
Galatasaray (29205),Geri Kazanılan Toplar,342.55,354.55,1,10.8,52.13,(2)_timeline
Galatasaray (29205),Orta Mesafeli Kale Vuruşları (10-40 mt),342.55,354.55,1,8.17,52.79,(2)_timeline
Galatasaray (29205),Paslar adresi bulanlar,342.55,354.55,1,8.17,52.79,(2)_timeline
Galatasaray (29205),Başarılı İleri Paslar,345.55,357.55,1,15.22,27.54,(2)_timeline
Galatasaray (29205),Kısa Kale Vuruşları (0-10 mt),345.55,357.55,1,15.22,27.54,(2)_timeline
Galatasaray (29205),Paslar adresi bulanlar,345.55,357.55,1,15.22,27.54,(2)_timeline
Galatasaray (29205),Set Hücumları,346.55,399.55,1,8.17,52.79,(2)_timeline
Galatasaray (29205),Orta Mesafeli Kale Vuruşları (10-40 mt),348.55,360.55,1,28.6,21.1,(2)_timeline
Galatasaray (29205),Paslar adresi bulanlar,348.55,360.55,1,28.6,21.1,(2)_timeline
Galatasaray (29205),Başarılı İleri Paslar,352.55,364.55,1,38.76,5.45,(2)_timeline
Galatasaray (29205),Kısa Kale Vuruşları (0-10 mt),352.55,364.55,1,38.76,5.45,(2)_timeline
Galatasaray (29205),Paslar adresi bulanlar,352.55,364.55,1,38.76,5.45,(2)_timeline
Galatasaray (29205),Kısa Kale Vuruşları (0-10 mt),353.55,365.55,1,44.49,11.37,(2)_timeline
Galatasaray (29205),Paslar adresi bulanlar,353.55,365.55,1,44.49,11.37,(2)_timeline
Galatasaray (29205),Orta Mesafeli Kale Vuruşları (10-40 mt),356.55,368.55,1,37.92,19.26,(2)_timeline
Galatasaray (29205),Paslar adresi bulanlar,356.55,368.55,1,37.92,19.26,(2)_timeline
Galatasaray (29205),Başarılı İleri Paslar,359.55,371.55,1,38.88,48.58,(2)_timeline
Galatasaray (29205),Kısa Kale Vuruşları (0-10 mt),359.55,371.55,1,38.88,48.58,(2)_timeline
Galatasaray (29205),Paslar adresi bulanlar,359.55,371.55,1,38.88,48.58,(2)_timeline
Galatasaray (29205),Orta Mesafeli Kale Vuruşları (10-40 mt),366.55,378.55,1,60.86,50.82,(2)_timeline
Galatasaray (29205),Paslar adresi bulanlar,366.55,378.55,1,60.86,50.82,(2)_timeline
Galatasaray (29205),Başarılı İleri Paslar,369.55,381.55,1,58.95,18.21,(2)_timeline
Galatasaray (29205),Kısa Kale Vuruşları (0-10 mt),369.55,381.55,1,58.95,18.21,(2)_timeline
Galatasaray (29205),Paslar adresi bulanlar,369.55,381.55,1,58.95,18.21,(2)_timeline
Galatasaray (29205),İsabetli İlerletici Paslar,369.55,381.55,1,58.95,18.21,(2)_timeline
Galatasaray (29205),Orta Mesafeli Kale Vuruşları (10-40 mt),371.55,383.55,1,63.37,9.92,(2)_timeline
Galatasaray (29205),Paslar adresi bulanlar,371.55,383.55,1,63.37,9.92,(2)_timeline
Galatasaray (29205),Orta Mesafeli Kale Vuruşları (10-40 mt),374.55,386.55,1,54.17,23.47,(2)_timeline
Galatasaray (29205),Paslar adresi bulanlar,374.55,386.55,1,54.17,23.47,(2)_timeline
Galatasaray (29205),Başarılı İleri Paslar,375.55,387.55,1,43.9,34.51,(2)_timeline
Galatasaray (29205),Kısa Kale Vuruşları (0-10 mt),375.55,387.55,1,43.9,34.51,(2)_timeline
Galatasaray (29205),Paslar adresi bulanlar,375.55,387.55,1,43.9,34.51,(2)_timeline
Galatasaray (29205),Kısa Kale Vuruşları (0-10 mt),377.55,389.55,1,52.26,35.04,(2)_timeline
Galatasaray (29205),Orta Mesafeli Kale Vuruşları (10-40 mt),377.55,389.55,1,49.27,30.04,(2)_timeline
Galatasaray (29205),Paslar adresi bulanlar,377.55,389.55,1,49.27,30.04,(2)_timeline
Galatasaray (29205),Paslar adresi bulanlar,377.55,389.55,1,52.26,35.04,(2)_timeline
Galatasaray (29205),Orta Mesafeli Kale Vuruşları (10-40 mt),380.55,392.55,1,35.53,40.3,(2)_timeline
Galatasaray (29205),Paslar adresi bulanlar,380.55,392.55,1,35.53,40.3,(2)_timeline
Galatasaray (29205),Başarılı İleri Paslar,383.55,395.55,1,35.29,64.36,(2)_timeline
Galatasaray (29205),Kısa Kale Vuruşları (0-10 mt),383.55,395.55,1,35.29,64.36,(2)_timeline
Galatasaray (29205),Paslar adresi bulanlar,383.55,395.55,1,35.29,64.36,(2)_timeline
Galatasaray (29205),Orta Mesafeli Kale Vuruşları (10-40 mt),384.55,396.55,1,49.03,63.97,(2)_timeline
Galatasaray (29205),Paslar adresi bulanlar,384.55,396.55,1,49.03,63.97,(2)_timeline
Galatasaray (29205),Kısa Kale Vuruşları (0-10 mt),386.55,398.55,1,57.64,48.98,(2)_timeline
Galatasaray (29205),Paslar adresi bulanlar,386.55,398.55,1,57.64,48.98,(2)_timeline
Galatasaray (29205),Başarılı İleri Paslar,388.55,400.55,1,63.01,60.81,(2)_timeline
Galatasaray (29205),Kısa Kale Vuruşları (0-10 mt),388.55,400.55,1,63.01,60.81,(2)_timeline
Galatasaray (29205),Paslar adresi bulanlar,388.55,400.55,1,63.01,60.81,(2)_timeline
Galatasaray (29205),Kötü top kontrolü,390.55,402.55,1,68.99,66.2,(2)_timeline
Galatasaray (29205),Top Kaybı,390.55,402.55,1,68.99,66.2,(2)_timeline
Caykur Rizespor (62850),Başarılı İleri Paslar,412.55,424.55,1,31.83,1.93,(2)_timeline
Caykur Rizespor (62850),Orta Mesafeli Kale Vuruşları (10-40 mt),412.55,424.55,1,31.83,1.93,(2)_timeline
Caykur Rizespor (62850),Paslar adresi bulanlar,412.55,424.55,1,31.83,1.93,(2)_timeline
Caykur Rizespor (62850),İsabetli İlerletici Paslar,412.55,424.55,1,31.83,1.93,(2)_timeline
Caykur Rizespor (62850),Kısa Kale Vuruşları (0-10 mt),415.55,427.55,1,54.89,6.27,(2)_timeline
Caykur Rizespor (62850),Paslar adresi bulanlar,415.55,427.55,1,54.89,6.27,(2)_timeline
Caykur Rizespor (62850),Orta Mesafeli Kale Vuruşları (10-40 mt),416.55,428.55,1,47.48,14.03,(2)_timeline
Caykur Rizespor (62850),Paslar adresi bulanlar,416.55,428.55,1,47.48,14.03,(2)_timeline
Caykur Rizespor (62850),Set Hücumları,416.55,435.55,1,31.83,1.93,(2)_timeline
Caykur Rizespor (62850),Şutla biten set hücumları,416.55,435.55,1,31.83,1.93,(2)_timeline
Caykur Rizespor (62850),Top Taşıma,419.55,431.55,1,58.71,50.71,(2)_timeline
Caykur Rizespor (62850),Başarılı İleri Paslar,424.55,436.55,1,82.49,50.45,(2)_timeline
Caykur Rizespor (62850),Ceza sahasına / İsabetli,424.55,436.55,1,82.49,50.45,(2)_timeline
Caykur Rizespor (62850),Orta Mesafeli Kale Vuruşları (10-40 mt),424.55,436.55,1,82.49,50.45,(2)_timeline
Caykur Rizespor (62850),Paslar adresi bulanlar,424.55,436.55,1,82.49,50.45,(2)_timeline
Caykur Rizespor (62850),İsabetli Kilit Paslar,424.55,436.55,1,82.49,50.45,(2)_timeline
Caykur Rizespor (62850),İsabetli Ortalar,424.55,436.55,1,82.49,50.45,(2)_timeline
Caykur Rizespor (62850),İsabetli İlerletici Paslar,424.55,436.55,1,82.49,50.45,(2)_timeline
Caykur Rizespor (62850),Pozisyonlar,426.55,438.55,1,99.1,23.76,(2)_timeline
Caykur Rizespor (62850),İsabetsiz Şutlar,426.55,438.55,1,99.1,23.76,(2)_timeline
Caykur Rizespor (62850),Şut,426.55,438.55,1,99.1,23.76,(2)_timeline
Galatasaray (29205),Orta Mesafeli Kale Vuruşları (10-40 mt),443.55,455.55,1,49.27,46.08,(2)_timeline
Galatasaray (29205),Paslar adresi bulanlar,443.55,455.55,1,49.27,46.08,(2)_timeline
Galatasaray (29205),Orta Mesafeli Kale Vuruşları (10-40 mt),447.55,459.55,1,54.77,15.71,(2)_timeline
Galatasaray (29205),Paslar adresi bulanlar,447.55,459.55,1,54.77,15.71,(2)_timeline
Galatasaray (29205),Set Hücumları,447.55,473.55,1,49.27,46.08,(2)_timeline
Galatasaray (29205),Kısa Kale Vuruşları (0-10 mt),449.55,461.55,1,64.57,3.87,(2)_timeline
Galatasaray (29205),Paslar adresi bulanlar,449.55,461.55,1,64.57,3.87,(2)_timeline
Galatasaray (29205),Kısa Kale Vuruşları (0-10 mt),451.55,463.55,1,56.56,15.05,(2)_timeline
Galatasaray (29205),Paslar adresi bulanlar,451.55,463.55,1,56.56,15.05,(2)_timeline
Galatasaray (29205),Orta Mesafeli Kale Vuruşları (10-40 mt),453.55,465.55,1,46.41,21.49,(2)_timeline
Galatasaray (29205),Paslar adresi bulanlar,453.55,465.55,1,46.41,21.49,(2)_timeline
Galatasaray (29205),Başarılı İleri Paslar,456.55,468.55,1,47.48,47.66,(2)_timeline
Galatasaray (29205),Orta Mesafeli Kale Vuruşları (10-40 mt),456.55,468.55,1,47.48,47.66,(2)_timeline
Galatasaray (29205),Paslar adresi bulanlar,456.55,468.55,1,47.48,47.66,(2)_timeline
Galatasaray (29205),İsabetli İlerletici Paslar,456.55,468.55,1,47.48,47.66,(2)_timeline
Galatasaray (29205),Orta Mesafeli Kale Vuruşları (10-40 mt),460.55,472.55,1,70.66,66.86,(2)_timeline
Galatasaray (29205),Paslar adresi bulanlar,460.55,472.55,1,70.66,66.86,(2)_timeline
Galatasaray (29205),Başarılı İleri Paslar,462.55,474.55,1,71.14,52.66,(2)_timeline
Galatasaray (29205),Orta Mesafeli Kale Vuruşları (10-40 mt),462.55,474.55,1,71.14,52.66,(2)_timeline
Galatasaray (29205),Paslar adresi bulanlar,462.55,474.55,1,71.14,52.66,(2)_timeline
Galatasaray (29205),İsabetli İlerletici Paslar,462.55,474.55,1,71.14,52.66,(2)_timeline
Galatasaray (29205),3. Bölgede Başarısız Paslar,465.55,477.55,1,93.01,48.98,(2)_timeline
Caykur Rizespor (62850),Başarılı Top Kapma,465.55,477.55,1,93.01,48.98,(2)_timeline
Caykur Rizespor (62850),Başarılı İkili Mücadeleler,465.55,477.55,1,93.01,48.98,(2)_timeline
Galatasaray (29205),Başarısız Driplingler,465.55,477.55,1,93.01,48.98,(2)_timeline
Galatasaray (29205),Başarısız İkili Mücadeleler,465.55,477.55,1,93.01,48.98,(2)_timeline
Caykur Rizespor (62850),Geri Kazanılan Toplar,465.55,477.55,1,11.99,19.02,(2)_timeline
Galatasaray (29205),Top Kaybı,465.55,477.55,1,93.01,48.98,(2)_timeline
Galatasaray (29205),Başarısız Ceza Sahasına Paslar,494.55,506.55,1,105.0,68.0,(2)_timeline
Galatasaray (29205),Orta Mesafeli Kale Vuruşları (10-40 mt),494.55,506.55,1,105.0,68.0,(2)_timeline
Galatasaray (29205),İsabetsiz paslar,494.55,506.55,1,105.0,68.0,(2)_timeline
Galatasaray (29205),Korner Hücumları,498.55,505.55,1,105.0,68.0,(2)_timeline
Galatasaray (29205),Ceza sahasına / İsabetli,509.55,521.55,1,105.0,68.0,(2)_timeline
Galatasaray (29205),Orta Mesafeli Kale Vuruşları (10-40 mt),509.55,521.55,1,105.0,68.0,(2)_timeline
Galatasaray (29205),Paslar adresi bulanlar,509.55,521.55,1,105.0,68.0,(2)_timeline
Galatasaray (29205),Başarılı hava topu mücadeleleri,511.55,523.55,1,98.38,31.09,(2)_timeline
Galatasaray (29205),Başarılı İkili Mücadeleler,511.55,523.55,1,98.38,31.09,(2)_timeline
Caykur Rizespor (62850),Başarısız İkili Mücadeleler,511.55,523.55,1,98.38,31.09,(2)_timeline
Caykur Rizespor (62850),Kaybedilen hava topu mücadeleleri,511.55,523.55,1,98.38,31.09,(2)_timeline
Galatasaray (29205),Pozisyonlar,511.55,523.55,1,98.38,31.09,(2)_timeline
Galatasaray (29205),İsabetli Şut,511.55,523.55,1,98.38,31.09,(2)_timeline
Galatasaray (29205),Şut,511.55,523.55,1,98.38,31.09,(2)_timeline
Galatasaray (29205),Korner Hücumları,513.55,520.55,1,105.0,68.0,(2)_timeline
Caykur Rizespor (62850),Başarısız Uzun Toplar,517.55,529.55,1,15.7,35.07,(2)_timeline
Caykur Rizespor (62850),Başarısız İleri Paslar,517.55,529.55,1,15.7,35.07,(2)_timeline
Caykur Rizespor (62850),Başarısız İlerletici Paslar,517.55,529.55,1,15.7,35.07,(2)_timeline
Caykur Rizespor (62850),Top Kaybı,517.55,529.55,1,84.88,11.13,(2)_timeline
Caykur Rizespor (62850),Uzun Kale Vuruşları (40+ mt),517.55,529.55,1,15.7,35.07,(2)_timeline
Caykur Rizespor (62850),İsabetsiz paslar,517.55,529.55,1,15.7,35.07,(2)_timeline
Caykur Rizespor (62850),Kontra Ataklar,521.55,530.55,1,15.7,35.07,(2)_timeline
Galatasaray (29205),Geri Kazanılan Toplar,522.55,534.55,1,20.12,56.87,(2)_timeline
Galatasaray (29205),Başarılı İkili Mücadeleler,526.55,538.55,1,13.91,66.46,(2)_timeline
Galatasaray (29205),Başarılı İleri Paslar,526.55,538.55,1,13.91,66.46,(2)_timeline
Caykur Rizespor (62850),Başarısız İkili Mücadeleler,526.55,538.55,1,13.91,66.46,(2)_timeline
Galatasaray (29205),Orta Mesafeli Kale Vuruşları (10-40 mt),526.55,538.55,1,13.91,66.46,(2)_timeline
Galatasaray (29205),Paslar adresi bulanlar,526.55,538.55,1,13.91,66.46,(2)_timeline
Galatasaray (29205),Kısa Kale Vuruşları (0-10 mt),528.55,540.55,1,31.83,56.87,(2)_timeline
Galatasaray (29205),Paslar adresi bulanlar,528.55,540.55,1,31.83,56.87,(2)_timeline
Galatasaray (29205),Set Hücumları,530.55,562.55,1,13.91,66.46,(2)_timeline
Galatasaray (29205),Orta Mesafeli Kale Vuruşları (10-40 mt),531.55,543.55,1,29.92,46.87,(2)_timeline
Galatasaray (29205),Paslar adresi bulanlar,531.55,543.55,1,29.92,46.87,(2)_timeline
Galatasaray (29205),Top Taşıma,533.55,545.55,1,37.21,22.94,(2)_timeline
Galatasaray (29205),Kısa Kale Vuruşları (0-10 mt),538.55,550.55,1,61.7,14.53,(2)_timeline
Galatasaray (29205),Paslar adresi bulanlar,538.55,550.55,1,61.7,14.53,(2)_timeline
Galatasaray (29205),Kısa Kale Vuruşları (0-10 mt),540.55,552.55,1,59.07,20.05,(2)_timeline
Galatasaray (29205),Paslar adresi bulanlar,540.55,552.55,1,59.07,20.05,(2)_timeline
Galatasaray (29205),Başarılı İleri Paslar,543.55,555.55,1,73.05,8.35,(2)_timeline
Galatasaray (29205),Başarısız İleri Paslar,543.55,555.55,1,73.05,8.35,(2)_timeline
Galatasaray (29205),Orta Mesafeli Kale Vuruşları (10-40 mt),543.55,555.55,1,73.05,8.35,(2)_timeline
Galatasaray (29205),Paslar adresi bulanlar,543.55,555.55,1,73.05,8.35,(2)_timeline
Galatasaray (29205),Uzun Kale Vuruşları (40+ mt),543.55,555.55,1,73.05,8.35,(2)_timeline
Galatasaray (29205),Uzun paslar,543.55,555.55,1,73.05,8.35,(2)_timeline
Galatasaray (29205),İsabetli İlerletici Paslar,543.55,555.55,1,73.05,8.35,(2)_timeline
Galatasaray (29205),İsabetsiz Ortalar,543.55,555.55,1,73.05,8.35,(2)_timeline
Galatasaray (29205),İsabetsiz paslar,543.55,555.55,1,73.05,8.35,(2)_timeline
Galatasaray (29205),Başarısız Ceza Sahasına Paslar,553.55,565.55,1,77.47,55.81,(2)_timeline
Galatasaray (29205),Başarısız İleri Paslar,553.55,565.55,1,77.47,55.81,(2)_timeline
Galatasaray (29205),Başarısız İlerletici Paslar,553.55,565.55,1,77.47,55.81,(2)_timeline
Galatasaray (29205),Orta Mesafeli Kale Vuruşları (10-40 mt),553.55,565.55,1,77.47,55.81,(2)_timeline
Galatasaray (29205),İsabetsiz Ortalar,553.55,565.55,1,77.47,55.81,(2)_timeline
Galatasaray (29205),İsabetsiz paslar,553.55,565.55,1,77.47,55.81,(2)_timeline
Galatasaray (29205),Başarılı İleri Paslar,557.55,569.55,1,80.46,24.65,(2)_timeline
Galatasaray (29205),Ceza sahasına / İsabetli,557.55,569.55,1,80.46,24.65,(2)_timeline
Galatasaray (29205),Kısa Kale Vuruşları (0-10 mt),557.55,569.55,1,80.46,24.65,(2)_timeline
Galatasaray (29205),Paslar adresi bulanlar,557.55,569.55,1,80.46,24.65,(2)_timeline
Galatasaray (29205),Engellenen Şutlar,560.55,572.55,1,89.78,26.89,(2)_timeline
Galatasaray (29205),Şut,560.55,572.55,1,89.78,26.89,(2)_timeline
Galatasaray (29205),Set Hücumları,560.55,574.55,1,79.74,29.78,(2)_timeline
Galatasaray (29205),Şutla biten set hücumları,560.55,574.55,1,79.74,29.78,(2)_timeline
Caykur Rizespor (62850),Başarısız İleri Paslar,561.55,573.55,1,13.43,39.27,(2)_timeline
Caykur Rizespor (62850),Kısa Kale Vuruşları (0-10 mt),561.55,573.55,1,13.43,39.27,(2)_timeline
Caykur Rizespor (62850),İsabetsiz paslar,561.55,573.55,1,13.43,39.27,(2)_timeline
Caykur Rizespor (62850),Başarısız İleri Paslar,562.55,574.55,1,12.23,38.62,(2)_timeline
Caykur Rizespor (62850),Orta Mesafeli Kale Vuruşları (10-40 mt),562.55,574.55,1,12.23,38.62,(2)_timeline
Caykur Rizespor (62850),İsabetsiz paslar,562.55,574.55,1,12.23,38.62,(2)_timeline
Galatasaray (29205),Direkten dönen şutlar,564.55,576.55,1,82.25,48.98,(2)_timeline
Galatasaray (29205),Pozisyonlar,564.55,576.55,1,82.25,48.98,(2)_timeline
Galatasaray (29205),Şut,564.55,576.55,1,82.25,48.98,(2)_timeline
Caykur Rizespor (62850),Başarılı İleri Paslar,606.55,618.55,1,49.27,45.19,(2)_timeline
Caykur Rizespor (62850),Kısa Kale Vuruşları (0-10 mt),606.55,618.55,1,49.27,45.19,(2)_timeline
Caykur Rizespor (62850),Paslar adresi bulanlar,606.55,618.55,1,49.27,45.19,(2)_timeline
Caykur Rizespor (62850),Orta Mesafeli Kale Vuruşları (10-40 mt),608.55,620.55,1,48.2,47.43,(2)_timeline
Caykur Rizespor (62850),Paslar adresi bulanlar,608.55,620.55,1,48.2,47.43,(2)_timeline
Caykur Rizespor (62850),Başarısız Uzun Toplar,610.55,622.55,1,40.31,62.42,(2)_timeline
Caykur Rizespor (62850),Başarısız İleri Paslar,610.55,622.55,1,40.31,62.42,(2)_timeline
Caykur Rizespor (62850),Başarısız İlerletici Paslar,610.55,622.55,1,40.31,62.42,(2)_timeline
Caykur Rizespor (62850),Top Kaybı,610.55,622.55,1,82.73,58.21,(2)_timeline
Caykur Rizespor (62850),Uzun Kale Vuruşları (40+ mt),610.55,622.55,1,40.31,62.42,(2)_timeline
Caykur Rizespor (62850),İsabetsiz paslar,610.55,622.55,1,40.31,62.42,(2)_timeline
Caykur Rizespor (62850),Set Hücumları,610.55,623.55,1,49.27,45.19,(2)_timeline
Caykur Rizespor (62850),Faul,615.55,627.55,1,85.48,61.63,(2)_timeline
Galatasaray (29205),Yapılan Fauller,615.55,627.55,1,85.48,61.63,(2)_timeline
Galatasaray (29205),Orta Mesafeli Kale Vuruşları (10-40 mt),625.55,637.55,1,16.41,5.98,(2)_timeline
Galatasaray (29205),Paslar adresi bulanlar,625.55,637.55,1,16.41,5.98,(2)_timeline
Galatasaray (29205),Orta Mesafeli Kale Vuruşları (10-40 mt),629.55,641.55,1,15.82,28.59,(2)_timeline
Galatasaray (29205),Paslar adresi bulanlar,629.55,641.55,1,15.82,28.59,(2)_timeline
Galatasaray (29205),Set Hücumları,629.55,692.55,1,16.41,5.98,(2)_timeline
Galatasaray (29205),Şutla biten set hücumları,629.55,692.55,1,16.41,5.98,(2)_timeline
Galatasaray (29205),Top Taşıma,631.55,643.55,1,23.23,46.35,(2)_timeline
Galatasaray (29205),Başarılı İleri Paslar,635.55,647.55,1,37.44,50.03,(2)_timeline
Galatasaray (29205),Orta Mesafeli Kale Vuruşları (10-40 mt),635.55,647.55,1,37.44,50.03,(2)_timeline
Galatasaray (29205),Paslar adresi bulanlar,635.55,647.55,1,37.44,50.03,(2)_timeline
Galatasaray (29205),İsabetli İlerletici Paslar,635.55,647.55,1,37.44,50.03,(2)_timeline
Galatasaray (29205),Kısa Kale Vuruşları (0-10 mt),638.55,650.55,1,56.32,65.68,(2)_timeline
Galatasaray (29205),Paslar adresi bulanlar,638.55,650.55,1,56.32,65.68,(2)_timeline
Galatasaray (29205),Kısa Kale Vuruşları (0-10 mt),639.55,651.55,1,56.8,52.92,(2)_timeline
Galatasaray (29205),Paslar adresi bulanlar,639.55,651.55,1,56.8,52.92,(2)_timeline
Galatasaray (29205),Orta Mesafeli Kale Vuruşları (10-40 mt),642.55,654.55,1,43.18,48.98,(2)_timeline
Galatasaray (29205),Paslar adresi bulanlar,642.55,654.55,1,43.18,48.98,(2)_timeline
Galatasaray (29205),Orta Mesafeli Kale Vuruşları (10-40 mt),648.55,660.55,1,55.01,20.18,(2)_timeline
Galatasaray (29205),Paslar adresi bulanlar,648.55,660.55,1,55.01,20.18,(2)_timeline
Galatasaray (29205),Başarılı İleri Paslar,651.55,663.55,1,50.35,44.37,(2)_timeline
Galatasaray (29205),Orta Mesafeli Kale Vuruşları (10-40 mt),651.55,663.55,1,50.35,44.37,(2)_timeline
Galatasaray (29205),Paslar adresi bulanlar,651.55,663.55,1,50.35,44.37,(2)_timeline
Galatasaray (29205),İsabetli İlerletici Paslar,651.55,663.55,1,50.35,44.37,(2)_timeline
Galatasaray (29205),Kısa Kale Vuruşları (0-10 mt),655.55,667.55,1,64.81,64.36,(2)_timeline
Galatasaray (29205),Paslar adresi bulanlar,655.55,667.55,1,64.81,64.36,(2)_timeline
Galatasaray (29205),Başarılı İleri Paslar,656.55,668.55,1,63.97,54.1,(2)_timeline
Galatasaray (29205),Orta Mesafeli Kale Vuruşları (10-40 mt),656.55,668.55,1,63.97,54.1,(2)_timeline
Galatasaray (29205),Paslar adresi bulanlar,656.55,668.55,1,63.97,54.1,(2)_timeline
