ID;start;end;code;action;half;pos_x;pos_y
1058;1611.55;1623.55;Galatasaray (29205) - Kısa Kale Vuruşları (0-10 mt);Kısa Kale Vuruşları (0-10 mt);1;14.14;63.31
1059;1611.55;1623.55;Galatasaray (29205) - Paslar adresi bulanlar;Paslar adresi bulanlar;1;14.14;63.31
1060;1613.55;1625.55;Galatasaray (29205) - Başarılı İleri Paslar;Başarılı İleri Paslar;1;8.17;65.94
1061;1613.55;1625.55;Galatasaray (29205) - Orta Mesafeli Kale Vuruşları (10-40 mt);Orta Mesafeli Kale Vuruşları (10-40 mt);1;8.17;65.94
1062;1613.55;1625.55;Galatasaray (29205) - Paslar adresi bulanlar;Paslar adresi bulanlar;1;8.17;65.94
1063;1613.55;1625.55;Galatasaray (29205) - İsabetli İlerletici Paslar;İsabetli İlerletici Paslar;1;8.17;65.94
1064;1614.55;1670.55;Galatasaray (29205) - Set Hücumları;Set Hücumları;1;11.87;68.0
1065;1616.55;1628.55;Galatasaray (29205) - Başarılı İleri Paslar;Başarılı İleri Paslar;1;33.26;48.06
1066;1616.55;1628.55;Galatasaray (29205) - Kısa Kale Vuruşları (0-10 mt);Kısa Kale Vuruşları (0-10 mt);1;33.26;48.06
1067;1616.55;1628.55;Galatasaray (29205) - Paslar adresi bulanlar;Paslar adresi bulanlar;1;33.26;48.06
1068;1618.55;1630.55;Galatasaray (29205) - Orta Mesafeli Kale Vuruşları (10-40 mt);Orta Mesafeli Kale Vuruşları (10-40 mt);1;41.15;39.9
1069;1618.55;1630.55;Galatasaray (29205) - Paslar adresi bulanlar;Paslar adresi bulanlar;1;41.15;39.9
1070;1621.55;1633.55;Galatasaray (29205) - Top Taşıma;Top Taşıma;1;53.34;19.13
1071;1624.55;1636.55;Galatasaray (29205) - Orta Mesafeli Kale Vuruşları (10-40 mt);Orta Mesafeli Kale Vuruşları (10-40 mt);1;69.23;2.56
1072;1624.55;1636.55;Galatasaray (29205) - Paslar adresi bulanlar;Paslar adresi bulanlar;1;69.23;2.56
1073;1626.55;1638.55;Galatasaray (29205) - Başarılı İleri Paslar;Başarılı İleri Paslar;1;47.96;9.53
1074;1626.55;1638.55;Galatasaray (29205) - Kısa Kale Vuruşları (0-10 mt);Kısa Kale Vuruşları (0-10 mt);1;47.96;9.53
1075;1626.55;1638.55;Galatasaray (29205) - Paslar adresi bulanlar;Paslar adresi bulanlar;1;47.96;9.53
1076;1630.55;1642.55;Galatasaray (29205) - Kısa Kale Vuruşları (0-10 mt);Kısa Kale Vuruşları (0-10 mt);1;59.79;22.68
1077;1630.55;1642.55;Galatasaray (29205) - Paslar adresi bulanlar;Paslar adresi bulanlar;1;59.79;22.68
1078;1631.55;1643.55;Galatasaray (29205) - Orta Mesafeli Kale Vuruşları (10-40 mt);Orta Mesafeli Kale Vuruşları (10-40 mt);1;56.92;27.81
1079;1631.55;1643.55;Galatasaray (29205) - Paslar adresi bulanlar;Paslar adresi bulanlar;1;56.92;27.81
1080;1633.55;1645.55;Galatasaray (29205) - Başarılı İleri Paslar;Başarılı İleri Paslar;1;48.92;45.16
1081;1633.55;1645.55;Galatasaray (29205) - Orta Mesafeli Kale Vuruşları (10-40 mt);Orta Mesafeli Kale Vuruşları (10-40 mt);1;48.92;45.16
1082;1633.55;1645.55;Galatasaray (29205) - Paslar adresi bulanlar;Paslar adresi bulanlar;1;48.92;45.16
1083;1633.55;1645.55;Galatasaray (29205) - İsabetli İlerletici Paslar;İsabetli İlerletici Paslar;1;48.92;45.16
1084;1637.55;1649.55;Galatasaray (29205) - Kısa Kale Vuruşları (0-10 mt);Kısa Kale Vuruşları (0-10 mt);1;79.03;65.28
1085;1637.55;1649.55;Galatasaray (29205) - Paslar adresi bulanlar;Paslar adresi bulanlar;1;79.03;65.28
1086;1642.55;1654.55;Galatasaray (29205) - Orta Mesafeli Kale Vuruşları (10-40 mt);Orta Mesafeli Kale Vuruşları (10-40 mt);1;78.19;57.0
1087;1642.55;1654.55;Galatasaray (29205) - Paslar adresi bulanlar;Paslar adresi bulanlar;1;78.19;57.0
1088;1644.55;1656.55;Galatasaray (29205) - Orta Mesafeli Kale Vuruşları (10-40 mt);Orta Mesafeli Kale Vuruşları (10-40 mt);1;61.7;43.58
1089;1644.55;1656.55;Galatasaray (29205) - Paslar adresi bulanlar;Paslar adresi bulanlar;1;61.7;43.58
1090;1646.55;1658.55;Galatasaray (29205) - Başarılı İleri Paslar;Başarılı İleri Paslar;1;65.64;23.07
1091;1646.55;1658.55;Galatasaray (29205) - Kısa Kale Vuruşları (0-10 mt);Kısa Kale Vuruşları (0-10 mt);1;65.64;23.07
1092;1646.55;1658.55;Galatasaray (29205) - Paslar adresi bulanlar;Paslar adresi bulanlar;1;65.64;23.07
1093;1646.55;1658.55;Galatasaray (29205) - İsabetli İlerletici Paslar;İsabetli İlerletici Paslar;1;65.64;23.07
1094;1647.55;1659.55;Galatasaray (29205) - Kısa Kale Vuruşları (0-10 mt);Kısa Kale Vuruşları (0-10 mt);1;71.74;33.07
1095;1647.55;1659.55;Galatasaray (29205) - Paslar adresi bulanlar;Paslar adresi bulanlar;1;71.74;33.07
1096;1650.55;1662.55;Galatasaray (29205) - Orta Mesafeli Kale Vuruşları (10-40 mt);Orta Mesafeli Kale Vuruşları (10-40 mt);1;77.11;26.89
1097;1650.55;1662.55;Galatasaray (29205) - Paslar adresi bulanlar;Paslar adresi bulanlar;1;77.11;26.89
1098;1653.55;1665.55;Galatasaray (29205) - Başarılı İleri Paslar;Başarılı İleri Paslar;1;67.56;43.06
1099;1653.55;1665.55;Galatasaray (29205) - Orta Mesafeli Kale Vuruşları (10-40 mt);Orta Mesafeli Kale Vuruşları (10-40 mt);1;67.56;43.06
1100;1653.55;1665.55;Galatasaray (29205) - Paslar adresi bulanlar;Paslar adresi bulanlar;1;67.56;43.06
1101;1653.55;1665.55;Galatasaray (29205) - İsabetli İlerletici Paslar;İsabetli İlerletici Paslar;1;67.56;43.06
1102;1655.55;1667.55;Galatasaray (29205) - Başarılı İleri Paslar;Başarılı İleri Paslar;1;77.83;56.6
1103;1655.55;1667.55;Galatasaray (29205) - Orta Mesafeli Kale Vuruşları (10-40 mt);Orta Mesafeli Kale Vuruşları (10-40 mt);1;77.83;56.6
1104;1655.55;1667.55;Galatasaray (29205) - Paslar adresi bulanlar;Paslar adresi bulanlar;1;77.83;56.6
1105;1655.55;1667.55;Galatasaray (29205) - İsabetli İlerletici Paslar;İsabetli İlerletici Paslar;1;77.83;56.6
1106;1657.55;1669.55;Galatasaray (29205) - Başarısız Ceza Sahasına Paslar;Başarısız Ceza Sahasına Paslar;1;95.4;62.78
1107;1657.55;1669.55;Galatasaray (29205) - Orta Mesafeli Kale Vuruşları (10-40 mt);Orta Mesafeli Kale Vuruşları (10-40 mt);1;95.4;62.78
1108;1657.55;1669.55;Galatasaray (29205) - İsabetsiz Ortalar;İsabetsiz Ortalar;1;95.4;62.78
1109;1657.55;1669.55;Galatasaray (29205) - İsabetsiz paslar;İsabetsiz paslar;1;95.4;62.78
1110;1658.55;1670.55;Caykur Rizespor (62850) - Uzaklaştırma;Uzaklaştırma;1;7.45;31.38
1111;1674.55;1686.55;Galatasaray (29205) - Başarılı İleri Paslar;Başarılı İleri Paslar;1;75.68;68.0
1112;1674.55;1686.55;Galatasaray (29205) - Ceza sahasına / İsabetli;Ceza sahasına / İsabetli;1;75.68;68.0
1113;1674.55;1686.55;Galatasaray (29205) - Orta Mesafeli Kale Vuruşları (10-40 mt);Orta Mesafeli Kale Vuruşları (10-40 mt);1;75.68;68.0
1114;1674.55;1686.55;Galatasaray (29205) - Paslar adresi bulanlar;Paslar adresi bulanlar;1;75.68;68.0
1115;1674.55;1686.55;Galatasaray (29205) - İsabetli İlerletici Paslar;İsabetli İlerletici Paslar;1;75.68;68.0
1116;1678.55;1690.55;Galatasaray (29205) - Kısa Kale Vuruşları (0-10 mt);Kısa Kale Vuruşları (0-10 mt);1;103.28;51.74
1117;1678.55;1690.55;Galatasaray (29205) - İsabetsiz paslar;İsabetsiz paslar;1;103.28;51.74
1118;1678.55;1693.55;Galatasaray (29205) - Taç atışları;Taç atışları;1;75.68;68.0
1119;1679.55;1691.55;Caykur Rizespor (62850) - Başarısız İleri Paslar;Başarısız İleri Paslar;1;3.75;30.86
1120;1679.55;1691.55;Caykur Rizespor (62850) - Orta Mesafeli Kale Vuruşları (10-40 mt);Orta Mesafeli Kale Vuruşları (10-40 mt);1;3.75;30.86
1121;1679.55;1691.55;Caykur Rizespor (62850) - İsabetsiz paslar;İsabetsiz paslar;1;3.75;30.86
1122;1682.55;1694.55;Galatasaray (29205) - Kısa Kale Vuruşları (0-10 mt);Kısa Kale Vuruşları (0-10 mt);1;94.56;25.04
1123;1682.55;1694.55;Galatasaray (29205) - Paslar adresi bulanlar;Paslar adresi bulanlar;1;94.56;25.04
1124;1683.55;1695.55;Galatasaray (29205) - Engellenen Şutlar;Engellenen Şutlar;1;94.8;30.3
1125;1683.55;1695.55;Galatasaray (29205) - Şut;Şut;1;94.8;30.3
1126;1700.55;1712.55;Galatasaray (29205) - Kısa Kale Vuruşları (0-10 mt);Kısa Kale Vuruşları (0-10 mt);1;105.0;68.0
1127;1700.55;1712.55;Galatasaray (29205) - Paslar adresi bulanlar;Paslar adresi bulanlar;1;105.0;68.0
1128;1702.55;1714.55;Galatasaray (29205) - Ceza sahasına / İsabetli;Ceza sahasına / İsabetli;1;100.3;66.86
1129;1702.55;1714.55;Galatasaray (29205) - Orta Mesafeli Kale Vuruşları (10-40 mt);Orta Mesafeli Kale Vuruşları (10-40 mt);1;100.3;66.86
1130;1702.55;1714.55;Galatasaray (29205) - Paslar adresi bulanlar;Paslar adresi bulanlar;1;100.3;66.86
1131;1702.55;1714.55;Galatasaray (29205) - İsabetli Ortalar;İsabetli Ortalar;1;100.3;66.86
1132;1704.55;1713.55;Galatasaray (29205) - Korner Hücumları;Korner Hücumları;1;105.0;68.0
1133;1704.55;1716.55;Galatasaray (29205) - Kısa Kale Vuruşları (0-10 mt);Kısa Kale Vuruşları (0-10 mt);1;93.84;40.56
1134;1704.55;1716.55;Galatasaray (29205) - Top Kaybı;Top Kaybı;1;99.34;30.57
1135;1704.55;1716.55;Galatasaray (29205) - İsabetsiz paslar;İsabetsiz paslar;1;93.84;40.56
1136;1725.55;1737.55;Caykur Rizespor (62850) - Başarısız Uzun Toplar;Başarısız Uzun Toplar;1;4.35;37.56
1137;1725.55;1737.55;Caykur Rizespor (62850) - Başarısız İleri Paslar;Başarısız İleri Paslar;1;4.35;37.56
1138;1725.55;1737.55;Caykur Rizespor (62850) - Başarısız İlerletici Paslar;Başarısız İlerletici Paslar;1;4.35;37.56
1139;1725.55;1737.55;Caykur Rizespor (62850) - Top Kaybı;Top Kaybı;1;58.59;45.85
1140;1725.55;1737.55;Caykur Rizespor (62850) - Uzun Kale Vuruşları (40+ mt);Uzun Kale Vuruşları (40+ mt);1;4.35;37.56
1141;1725.55;1737.55;Caykur Rizespor (62850) - İsabetsiz paslar;İsabetsiz paslar;1;4.35;37.56
1142;1728.55;1740.55;Galatasaray (29205) - Başarılı İleri Paslar;Başarılı İleri Paslar;1;46.41;22.15
1143;1728.55;1740.55;Galatasaray (29205) - Geri Kazanılan Toplar;Geri Kazanılan Toplar;1;46.41;22.15
1144;1728.55;1740.55;Galatasaray (29205) - Kısa Kale Vuruşları (0-10 mt);Kısa Kale Vuruşları (0-10 mt);1;46.41;22.15
1145;1728.55;1740.55;Galatasaray (29205) - Paslar adresi bulanlar;Paslar adresi bulanlar;1;46.41;22.15
1146;1731.55;1743.55;Galatasaray (29205) - Başarılı hava topu mücadeleleri;Başarılı hava topu mücadeleleri;1;57.16;27.94
1147;1731.55;1743.55;Galatasaray (29205) - Başarılı İkili Mücadeleler;Başarılı İkili Mücadeleler;1;57.16;27.94
1148;1731.55;1743.55;Caykur Rizespor (62850) - Başarısız İkili Mücadeleler;Başarısız İkili Mücadeleler;1;57.16;27.94
1149;1731.55;1743.55;Caykur Rizespor (62850) - Kaybedilen hava topu mücadeleleri;Kaybedilen hava topu mücadeleleri;1;57.16;27.94
1150;1732.55;1744.55;Galatasaray (29205) - Başarılı driplingler;Başarılı driplingler;1;58.71;29.52
1151;1732.55;1744.55;Galatasaray (29205) - Başarılı İkili Mücadeleler;Başarılı İkili Mücadeleler;1;58.71;29.52
1152;1732.55;1744.55;Caykur Rizespor (62850) - Başarısız Top Kapma;Başarısız Top Kapma;1;58.71;29.52
1153;1732.55;1744.55;Caykur Rizespor (62850) - Başarısız İkili Mücadeleler;Başarısız İkili Mücadeleler;1;58.71;29.52
1154;1732.55;1745.55;Galatasaray (29205) - Set Hücumları;Set Hücumları;1;46.41;22.15
1155;1733.55;1745.55;Galatasaray (29205) - Başarılı İleri Paslar;Başarılı İleri Paslar;1;60.63;30.44
1156;1733.55;1745.55;Galatasaray (29205) - Kısa Kale Vuruşları (0-10 mt);Kısa Kale Vuruşları (0-10 mt);1;60.63;30.44
1157;1733.55;1745.55;Galatasaray (29205) - Paslar adresi bulanlar;Paslar adresi bulanlar;1;60.63;30.44
1158;1733.55;1745.55;Galatasaray (29205) - İsabetli İlerletici Paslar;İsabetli İlerletici Paslar;1;60.63;30.44
1159;1734.55;1746.55;Galatasaray (29205) - Başarısız İleri Paslar;Başarısız İleri Paslar;1;75.08;34.12
1160;1734.55;1746.55;Galatasaray (29205) - Başarısız İlerletici Paslar;Başarısız İlerletici Paslar;1;75.08;34.12
1161;1734.55;1746.55;Galatasaray (29205) - Orta Mesafeli Kale Vuruşları (10-40 mt);Orta Mesafeli Kale Vuruşları (10-40 mt);1;75.08;34.12
1162;1734.55;1746.55;Galatasaray (29205) - Top Kaybı;Top Kaybı;1;85.24;20.84
1163;1734.55;1746.55;Galatasaray (29205) - İsabetsiz paslar;İsabetsiz paslar;1;75.08;34.12
1164;1737.55;1749.55;Caykur Rizespor (62850) - Geri Kazanılan Toplar;Geri Kazanılan Toplar;1;19.76;47.16
1165;1737.55;1749.55;Caykur Rizespor (62850) - Orta Mesafeli Kale Vuruşları (10-40 mt);Orta Mesafeli Kale Vuruşları (10-40 mt);1;19.76;47.16
1166;1737.55;1749.55;Caykur Rizespor (62850) - Paslar adresi bulanlar;Paslar adresi bulanlar;1;19.76;47.16
1167;1740.55;1752.55;Caykur Rizespor (62850) - Başarısız Uzun Toplar;Başarısız Uzun Toplar;1;5.66;38.62
1168;1740.55;1752.55;Caykur Rizespor (62850) - Başarısız İleri Paslar;Başarısız İleri Paslar;1;5.66;38.62
1169;1740.55;1752.55;Caykur Rizespor (62850) - Başarısız İlerletici Paslar;Başarısız İlerletici Paslar;1;5.66;38.62
1170;1740.55;1752.55;Caykur Rizespor (62850) - Top Kaybı;Top Kaybı;1;63.73;42.03
1171;1740.55;1752.55;Caykur Rizespor (62850) - Uzun Kale Vuruşları (40+ mt);Uzun Kale Vuruşları (40+ mt);1;5.66;38.62
1172;1740.55;1752.55;Caykur Rizespor (62850) - İsabetsiz paslar;İsabetsiz paslar;1;5.66;38.62
1173;1745.55;1757.55;Galatasaray (29205) - Başarılı İleri Paslar;Başarılı İleri Paslar;1;41.27;25.97
1174;1745.55;1757.55;Galatasaray (29205) - Geri Kazanılan Toplar;Geri Kazanılan Toplar;1;41.27;25.97
1175;1745.55;1757.55;Galatasaray (29205) - Kısa Kale Vuruşları (0-10 mt);Kısa Kale Vuruşları (0-10 mt);1;41.27;25.97
1176;1745.55;1757.55;Galatasaray (29205) - Paslar adresi bulanlar;Paslar adresi bulanlar;1;41.27;25.97
1177;1746.55;1758.55;Galatasaray (29205) - Orta Mesafeli Kale Vuruşları (10-40 mt);Orta Mesafeli Kale Vuruşları (10-40 mt);1;50.23;21.23
1178;1746.55;1758.55;Galatasaray (29205) - Paslar adresi bulanlar;Paslar adresi bulanlar;1;50.23;21.23
1179;1749.55;1772.55;Galatasaray (29205) - Set Hücumları;Set Hücumları;1;41.27;25.97
1180;1751.55;1763.55;Galatasaray (29205) - Kısa Kale Vuruşları (0-10 mt);Kısa Kale Vuruşları (0-10 mt);1;42.46;8.08
1181;1751.55;1763.55;Galatasaray (29205) - Paslar adresi bulanlar;Paslar adresi bulanlar;1;42.46;8.08
1182;1756.55;1768.55;Galatasaray (29205) - Başarılı İleri Paslar;Başarılı İleri Paslar;1;34.1;22.02
1183;1756.55;1768.55;Galatasaray (29205) - Orta Mesafeli Kale Vuruşları (10-40 mt);Orta Mesafeli Kale Vuruşları (10-40 mt);1;34.1;22.02
1184;1756.55;1768.55;Galatasaray (29205) - Paslar adresi bulanlar;Paslar adresi bulanlar;1;34.1;22.02
1185;1760.55;1772.55;Galatasaray (29205) - Başarısız İleri Paslar;Başarısız İleri Paslar;1;49.15;41.35
1186;1760.55;1772.55;Galatasaray (29205) - Başarısız İlerletici Paslar;Başarısız İlerletici Paslar;1;49.15;41.35
1187;1760.55;1772.55;Galatasaray (29205) - Orta Mesafeli Kale Vuruşları (10-40 mt);Orta Mesafeli Kale Vuruşları (10-40 mt);1;49.15;41.35
1188;1760.55;1772.55;Galatasaray (29205) - Top Kaybı;Top Kaybı;1;83.21;22.68
1189;1760.55;1772.55;Galatasaray (29205) - İsabetsiz paslar;İsabetsiz paslar;1;49.15;41.35
1190;1784.55;1796.55;Galatasaray (29205) - Başarılı İkili Mücadeleler;Başarılı İkili Mücadeleler;1;58.59;63.7
1191;1784.55;1796.55;Caykur Rizespor (62850) - Başarısız İkili Mücadeleler;Başarısız İkili Mücadeleler;1;58.59;63.7
1192;1784.55;1796.55;Galatasaray (29205) - Başarısız İleri Paslar;Başarısız İleri Paslar;1;60.51;64.62
1193;1784.55;1796.55;Galatasaray (29205) - Başarısız İlerletici Paslar;Başarısız İlerletici Paslar;1;60.51;64.62
1194;1784.55;1796.55;Galatasaray (29205) - Kısa Kale Vuruşları (0-10 mt);Kısa Kale Vuruşları (0-10 mt);1;60.51;64.62
1195;1784.55;1796.55;Galatasaray (29205) - Top Kaybı;Top Kaybı;1;68.63;54.37
1196;1784.55;1796.55;Galatasaray (29205) - İsabetsiz paslar;İsabetsiz paslar;1;60.51;64.62
1197;1786.55;1798.55;Caykur Rizespor (62850) - Geri Kazanılan Toplar;Geri Kazanılan Toplar;1;36.37;13.63
1198;1786.55;1798.55;Caykur Rizespor (62850) - Kısa Kale Vuruşları (0-10 mt);Kısa Kale Vuruşları (0-10 mt);1;36.37;13.63
1199;1786.55;1798.55;Caykur Rizespor (62850) - Paslar adresi bulanlar;Paslar adresi bulanlar;1;36.37;13.63
1200;1788.55;1794.55;Galatasaray (29205) - Set Hücumları;Set Hücumları;1;58.59;63.7
1201;1789.55;1801.55;Caykur Rizespor (62850) - Başarılı İleri Paslar;Başarılı İleri Paslar;1;26.81;4.95
1202;1789.55;1801.55;Caykur Rizespor (62850) - Kısa Kale Vuruşları (0-10 mt);Kısa Kale Vuruşları (0-10 mt);1;26.81;4.95
1203;1789.55;1801.55;Caykur Rizespor (62850) - Paslar adresi bulanlar;Paslar adresi bulanlar;1;26.81;4.95
1204;1790.55;1808.55;Caykur Rizespor (62850) - Set Hücumları;Set Hücumları;1;36.37;13.63
1205;1791.55;1803.55;Caykur Rizespor (62850) - Başarılı driplingler;Başarılı driplingler;1;38.04;3.25
1206;1791.55;1803.55;Caykur Rizespor (62850) - Başarılı İkili Mücadeleler;Başarılı İkili Mücadeleler;1;38.04;3.25
1207;1791.55;1803.55;Galatasaray (29205) - Başarısız Top Kapma;Başarısız Top Kapma;1;38.04;3.25
1208;1791.55;1803.55;Galatasaray (29205) - Başarısız İkili Mücadeleler;Başarısız İkili Mücadeleler;1;38.04;3.25
1209;1796.55;1808.55;Caykur Rizespor (62850) - Başarılı İleri Paslar;Başarılı İleri Paslar;1;32.78;16.53
1210;1796.55;1808.55;Caykur Rizespor (62850) - Orta Mesafeli Kale Vuruşları (10-40 mt);Orta Mesafeli Kale Vuruşları (10-40 mt);1;32.78;16.53
1211;1796.55;1808.55;Caykur Rizespor (62850) - Paslar adresi bulanlar;Paslar adresi bulanlar;1;32.78;16.53
1212;1800.55;1812.55;Galatasaray (29205) - Faul;Faul;1;63.85;46.48
1213;1800.55;1812.55;Caykur Rizespor (62850) - Yapılan Fauller;Yapılan Fauller;1;63.85;46.48
1214;1809.55;1821.55;Caykur Rizespor (62850) - Orta Mesafeli Kale Vuruşları (10-40 mt);Orta Mesafeli Kale Vuruşları (10-40 mt);1;40.07;20.47
1215;1809.55;1821.55;Caykur Rizespor (62850) - Paslar adresi bulanlar;Paslar adresi bulanlar;1;40.07;20.47
1216;1812.55;1824.55;Caykur Rizespor (62850) - Kısa Kale Vuruşları (0-10 mt);Kısa Kale Vuruşları (0-10 mt);1;44.26;6.53
1217;1812.55;1824.55;Caykur Rizespor (62850) - Paslar adresi bulanlar;Paslar adresi bulanlar;1;44.26;6.53
1218;1814.55;1826.55;Caykur Rizespor (62850) - Başarısız İleri Paslar;Başarısız İleri Paslar;1;50.59;16.92
1219;1814.55;1826.55;Caykur Rizespor (62850) - Başarısız İlerletici Paslar;Başarısız İlerletici Paslar;1;50.59;16.92
1220;1814.55;1826.55;Caykur Rizespor (62850) - Orta Mesafeli Kale Vuruşları (10-40 mt);Orta Mesafeli Kale Vuruşları (10-40 mt);1;50.59;16.92
1221;1814.55;1826.55;Caykur Rizespor (62850) - Top Kaybı;Top Kaybı;1;79.27;8.11
1222;1814.55;1826.55;Caykur Rizespor (62850) - İsabetsiz paslar;İsabetsiz paslar;1;50.59;16.92
1223;1816.55;1828.55;Galatasaray (29205) - Geri Kazanılan Toplar;Geri Kazanılan Toplar;1;25.73;59.89
1224;1816.55;1828.55;Galatasaray (29205) - Kısa Kale Vuruşları (0-10 mt);Kısa Kale Vuruşları (0-10 mt);1;25.73;59.89
1225;1816.55;1828.55;Galatasaray (29205) - Paslar adresi bulanlar;Paslar adresi bulanlar;1;25.73;59.89
1226;1817.55;1829.55;Galatasaray (29205) - Başarılı İleri Paslar;Başarılı İleri Paslar;1;27.29;55.81
1227;1817.55;1829.55;Galatasaray (29205) - Orta Mesafeli Kale Vuruşları (10-40 mt);Orta Mesafeli Kale Vuruşları (10-40 mt);1;27.29;55.81
1228;1817.55;1829.55;Galatasaray (29205) - Paslar adresi bulanlar;Paslar adresi bulanlar;1;27.29;55.81
1229;1818.55;1830.55;Galatasaray (29205) - Başarılı İkili Mücadeleler;Başarılı İkili Mücadeleler;1;41.75;50.95
1230;1818.55;1830.55;Caykur Rizespor (62850) - Başarısız İkili Mücadeleler;Başarısız İkili Mücadeleler;1;41.75;50.95
1231;1818.55;1830.55;Galatasaray (29205) - Kısa Kale Vuruşları (0-10 mt);Kısa Kale Vuruşları (0-10 mt);1;41.75;50.95
1232;1818.55;1830.55;Galatasaray (29205) - Paslar adresi bulanlar;Paslar adresi bulanlar;1;41.75;50.95
1233;1819.55;1831.55;Galatasaray (29205) - Başarılı İleri Paslar;Başarılı İleri Paslar;1;38.16;48.84
1234;1819.55;1831.55;Galatasaray (29205) - Kısa Kale Vuruşları (0-10 mt);Kısa Kale Vuruşları (0-10 mt);1;38.16;48.84
1235;1819.55;1831.55;Galatasaray (29205) - Paslar adresi bulanlar;Paslar adresi bulanlar;1;38.16;48.84
1236;1820.55;1832.55;Galatasaray (29205) - Top Taşıma;Top Taşıma;1;48.92;47.14
1237;1820.55;1833.55;Galatasaray (29205) - Kontra Ataklar;Kontra Ataklar;1;25.73;59.89
1238;1825.55;1837.55;Galatasaray (29205) - Başarısız İleri Paslar;Başarısız İleri Paslar;1;78.07;39.77
1239;1825.55;1837.55;Caykur Rizespor (62850) - Geri Kazanılan Toplar;Geri Kazanılan Toplar;1;24.06;29.02
1240;1825.55;1837.55;Galatasaray (29205) - Kısa Kale Vuruşları (0-10 mt);Kısa Kale Vuruşları (0-10 mt);1;78.07;39.77
1241;1825.55;1837.55;Galatasaray (29205) - Top Kaybı;Top Kaybı;1;80.94;38.98
1242;1825.55;1837.55;Galatasaray (29205) - İsabetsiz paslar;İsabetsiz paslar;1;78.07;39.77
1243;1827.55;1839.55;Caykur Rizespor (62850) - Orta Mesafeli Kale Vuruşları (10-40 mt);Orta Mesafeli Kale Vuruşları (10-40 mt);1;13.43;22.05
1244;1827.55;1839.55;Caykur Rizespor (62850) - Paslar adresi bulanlar;Paslar adresi bulanlar;1;13.43;22.05
1245;1829.55;1841.55;Caykur Rizespor (62850) - Top Taşıma;Top Taşıma;1;28.96;52.95
1246;1831.55;1858.55;Caykur Rizespor (62850) - Set Hücumları;Set Hücumları;1;13.43;22.05
1247;1840.55;1852.55;Caykur Rizespor (62850) - Orta Mesafeli Kale Vuruşları (10-40 mt);Orta Mesafeli Kale Vuruşları (10-40 mt);1;68.75;32.04
1248;1840.55;1852.55;Caykur Rizespor (62850) - Paslar adresi bulanlar;Paslar adresi bulanlar;1;68.75;32.04
1249;1844.55;1856.55;Caykur Rizespor (62850) - Başarılı İleri Paslar;Başarılı İleri Paslar;1;76.64;4.95
1250;1844.55;1856.55;Caykur Rizespor (62850) - Orta Mesafeli Kale Vuruşları (10-40 mt);Orta Mesafeli Kale Vuruşları (10-40 mt);1;76.64;4.95
1251;1844.55;1856.55;Caykur Rizespor (62850) - Paslar adresi bulanlar;Paslar adresi bulanlar;1;76.64;4.95
1252;1844.55;1856.55;Caykur Rizespor (62850) - İsabetli İlerletici Paslar;İsabetli İlerletici Paslar;1;76.64;4.95
1253;1847.55;1859.55;Caykur Rizespor (62850) - Kısa Kale Vuruşları (0-10 mt);Kısa Kale Vuruşları (0-10 mt);1;83.93;5.09
1254;1847.55;1859.55;Caykur Rizespor (62850) - Paslar adresi bulanlar;Paslar adresi bulanlar;1;83.93;5.09
1255;1849.55;1861.55;Caykur Rizespor (62850) - Başarısız Ceza Sahasına Paslar;Başarısız Ceza Sahasına Paslar;1;80.82;12.06
1256;1849.55;1861.55;Caykur Rizespor (62850) - Başarısız İleri Paslar;Başarısız İleri Paslar;1;80.82;12.06
1257;1849.55;1861.55;Caykur Rizespor (62850) - Başarısız İlerletici Paslar;Başarısız İlerletici Paslar;1;80.82;12.06
1258;1849.55;1861.55;Caykur Rizespor (62850) - Orta Mesafeli Kale Vuruşları (10-40 mt);Orta Mesafeli Kale Vuruşları (10-40 mt);1;80.82;12.06
1259;1849.55;1861.55;Caykur Rizespor (62850) - İsabetsiz Ortalar;İsabetsiz Ortalar;1;80.82;12.06
1260;1849.55;1861.55;Caykur Rizespor (62850) - İsabetsiz paslar;İsabetsiz paslar;1;80.82;12.06
1261;1850.55;1862.55;Galatasaray (29205) - Başarısız İleri Paslar;Başarısız İleri Paslar;1;8.89;35.56
1262;1850.55;1862.55;Galatasaray (29205) - Orta Mesafeli Kale Vuruşları (10-40 mt);Orta Mesafeli Kale Vuruşları (10-40 mt);1;8.89;35.56
1263;1850.55;1862.55;Galatasaray (29205) - İsabetsiz paslar;İsabetsiz paslar;1;8.89;35.56
1264;1855.55;1867.55;Caykur Rizespor (62850) - Başarılı İleri Paslar;Başarılı İleri Paslar;1;60.51;16.13
1265;1855.55;1867.55;Caykur Rizespor (62850) - Kısa Kale Vuruşları (0-10 mt);Kısa Kale Vuruşları (0-10 mt);1;60.51;16.13
1266;1855.55;1867.55;Caykur Rizespor (62850) - Paslar adresi bulanlar;Paslar adresi bulanlar;1;60.51;16.13
1267;1855.55;1876.55;Caykur Rizespor (62850) - Set Hücumları;Set Hücumları;1;78.91;24.55
1268;1860.55;1872.55;Caykur Rizespor (62850) - Orta Mesafeli Kale Vuruşları (10-40 mt);Orta Mesafeli Kale Vuruşları (10-40 mt);1;66.6;32.44
1269;1860.55;1872.55;Caykur Rizespor (62850) - Paslar adresi bulanlar;Paslar adresi bulanlar;1;66.6;32.44
