ID;start;end;code;action;half;pos_x;pos_y
2720;4243.27;4255.27;Galatasaray (29205) - Top kayıpları / kendi yarı sahasında;Top kayıpları / kendi yarı sahasında;2;40.67;46.73
2721;4243.27;4255.27;Galatasaray (29205) - İsabetsiz paslar;İsabetsiz paslar;2;14.14;49.49
2722;4249.27;4261.27;Caykur Rizespor (62850) - Başarılı driplingler;Başarılı driplingler;2;64.33;21.27
2723;4249.27;4261.27;Caykur Rizespor (62850) - Başarılı İkili Mücadeleler;Başarılı İkili Mücadeleler;2;64.33;21.27
2724;4249.27;4261.27;Galatasaray (29205) - Başarısız Top Kapma;Başarısız Top Kapma;2;64.33;21.27
2725;4249.27;4261.27;Galatasaray (29205) - Başarısız İkili Mücadeleler;Başarısız İkili Mücadeleler;2;64.33;21.27
2726;4249.27;4261.27;Caykur Rizespor (62850) - Geri Kazanılan Toplar;Geri Kazanılan Toplar;2;64.33;21.27
2727;4249.27;4261.27;Caykur Rizespor (62850) - Rakip sahada geri kazanılan toplar;Rakip sahada geri kazanılan toplar;2;64.33;21.27
2728;4252.27;4264.27;Caykur Rizespor (62850) - Orta Mesafeli Kale Vuruşları (10-40 mt);Orta Mesafeli Kale Vuruşları (10-40 mt);2;68.27;33.24
2729;4252.27;4264.27;Caykur Rizespor (62850) - Paslar adresi bulanlar;Paslar adresi bulanlar;2;68.27;33.24
2730;4253.27;4265.27;Caykur Rizespor (62850) - Set Hücumları;Set Hücumları;2;64.33;21.27
2731;4253.27;4265.27;Caykur Rizespor (62850) - Şutla biten set hücumları;Şutla biten set hücumları;2;64.33;21.27
2732;4257.27;4269.27;Caykur Rizespor (62850) - Engellenen Şutlar;Engellenen Şutlar;2;81.66;49.02
2733;4257.27;4269.27;Galatasaray (29205) - Geri Kazanılan Toplar;Geri Kazanılan Toplar;2;13.19;21.48
2734;4257.27;4269.27;Caykur Rizespor (62850) - Şut;Şut;2;81.66;49.02
2735;4261.27;4273.27;Galatasaray (29205) - Top Taşıma;Top Taşıma;2;1.24;60.93
2736;4263.27;4275.27;Galatasaray (29205) - Başarılı driplingler;Başarılı driplingler;2;2.43;65.4
2737;4263.27;4275.27;Galatasaray (29205) - Başarılı İkili Mücadeleler;Başarılı İkili Mücadeleler;2;2.43;65.4
2738;4263.27;4275.27;Caykur Rizespor (62850) - Başarısız Top Kapma;Başarısız Top Kapma;2;2.43;65.4
2739;4263.27;4275.27;Caykur Rizespor (62850) - Başarısız İkili Mücadeleler;Başarısız İkili Mücadeleler;2;2.43;65.4
2740;4265.27;4337.27;Galatasaray (29205) - Set Hücumları;Set Hücumları;2;1.24;60.93
2741;4270.27;4282.27;Galatasaray (29205) - Kısa Kale Vuruşları (0-10 mt);Kısa Kale Vuruşları (0-10 mt);2;29.44;62.5
2742;4270.27;4282.27;Galatasaray (29205) - Paslar adresi bulanlar;Paslar adresi bulanlar;2;29.44;62.5
2743;4272.27;4284.27;Galatasaray (29205) - Kısa Kale Vuruşları (0-10 mt);Kısa Kale Vuruşları (0-10 mt);2;20.96;57.11
2744;4272.27;4284.27;Galatasaray (29205) - Paslar adresi bulanlar;Paslar adresi bulanlar;2;20.96;57.11
2745;4274.27;4286.27;Galatasaray (29205) - Kısa Kale Vuruşları (0-10 mt);Kısa Kale Vuruşları (0-10 mt);2;25.02;48.3
2746;4274.27;4286.27;Galatasaray (29205) - Paslar adresi bulanlar;Paslar adresi bulanlar;2;25.02;48.3
2747;4276.27;4288.27;Galatasaray (29205) - Orta Mesafeli Kale Vuruşları (10-40 mt);Orta Mesafeli Kale Vuruşları (10-40 mt);2;10.32;50.01
2748;4276.27;4288.27;Galatasaray (29205) - Paslar adresi bulanlar;Paslar adresi bulanlar;2;10.32;50.01
2749;4280.27;4292.27;Galatasaray (29205) - Başarılı İleri Paslar;Başarılı İleri Paslar;2;10.32;30.55
2750;4280.27;4292.27;Galatasaray (29205) - Orta Mesafeli Kale Vuruşları (10-40 mt);Orta Mesafeli Kale Vuruşları (10-40 mt);2;10.32;30.55
2751;4280.27;4292.27;Galatasaray (29205) - Paslar adresi bulanlar;Paslar adresi bulanlar;2;10.32;30.55
2752;4285.27;4297.27;Galatasaray (29205) - Başarılı İleri Paslar;Başarılı İleri Paslar;2;33.86;27.13
2753;4285.27;4297.27;Galatasaray (29205) - Kısa Kale Vuruşları (0-10 mt);Kısa Kale Vuruşları (0-10 mt);2;33.86;27.13
2754;4285.27;4297.27;Galatasaray (29205) - Paslar adresi bulanlar;Paslar adresi bulanlar;2;33.86;27.13
2755;4286.27;4298.27;Galatasaray (29205) - Kısa Kale Vuruşları (0-10 mt);Kısa Kale Vuruşları (0-10 mt);2;40.79;32.66
2756;4286.27;4298.27;Galatasaray (29205) - Paslar adresi bulanlar;Paslar adresi bulanlar;2;40.79;32.66
2757;4288.27;4300.27;Galatasaray (29205) - Kısa Kale Vuruşları (0-10 mt);Kısa Kale Vuruşları (0-10 mt);2;39.71;31.87
2758;4288.27;4300.27;Galatasaray (29205) - Paslar adresi bulanlar;Paslar adresi bulanlar;2;39.71;31.87
2759;4291.27;4303.27;Galatasaray (29205) - Orta Mesafeli Kale Vuruşları (10-40 mt);Orta Mesafeli Kale Vuruşları (10-40 mt);2;44.49;18.32
2760;4291.27;4303.27;Galatasaray (29205) - Paslar adresi bulanlar;Paslar adresi bulanlar;2;44.49;18.32
2761;4292.27;4304.27;Galatasaray (29205) - Kısa Kale Vuruşları (0-10 mt);Kısa Kale Vuruşları (0-10 mt);2;45.57;2.02
2762;4292.27;4304.27;Galatasaray (29205) - Paslar adresi bulanlar;Paslar adresi bulanlar;2;45.57;2.02
2763;4293.27;4305.27;Galatasaray (29205) - Kısa Kale Vuruşları (0-10 mt);Kısa Kale Vuruşları (0-10 mt);2;43.54;12.01
2764;4293.27;4305.27;Galatasaray (29205) - Paslar adresi bulanlar;Paslar adresi bulanlar;2;43.54;12.01
2765;4294.27;4306.27;Galatasaray (29205) - Kısa Kale Vuruşları (0-10 mt);Kısa Kale Vuruşları (0-10 mt);2;41.99;4.78
2766;4294.27;4306.27;Galatasaray (29205) - Paslar adresi bulanlar;Paslar adresi bulanlar;2;41.99;4.78
2767;4295.27;4307.27;Galatasaray (29205) - Başarılı İleri Paslar;Başarılı İleri Paslar;2;36.13;18.06
2768;4295.27;4307.27;Galatasaray (29205) - Kısa Kale Vuruşları (0-10 mt);Kısa Kale Vuruşları (0-10 mt);2;36.13;18.06
2769;4295.27;4307.27;Galatasaray (29205) - Paslar adresi bulanlar;Paslar adresi bulanlar;2;36.13;18.06
2770;4297.27;4309.27;Galatasaray (29205) - Başarılı İleri Paslar;Başarılı İleri Paslar;2;41.63;23.45
2771;4297.27;4309.27;Galatasaray (29205) - Kısa Kale Vuruşları (0-10 mt);Kısa Kale Vuruşları (0-10 mt);2;41.63;23.45
2772;4297.27;4309.27;Galatasaray (29205) - Paslar adresi bulanlar;Paslar adresi bulanlar;2;41.63;23.45
2773;4301.27;4313.27;Galatasaray (29205) - Orta Mesafeli Kale Vuruşları (10-40 mt);Orta Mesafeli Kale Vuruşları (10-40 mt);2;50.23;36.08
2774;4301.27;4313.27;Galatasaray (29205) - Paslar adresi bulanlar;Paslar adresi bulanlar;2;50.23;36.08
2775;4304.27;4316.27;Galatasaray (29205) - Kısa Kale Vuruşları (0-10 mt);Kısa Kale Vuruşları (0-10 mt);2;60.27;60.27
2776;4304.27;4316.27;Galatasaray (29205) - Paslar adresi bulanlar;Paslar adresi bulanlar;2;60.27;60.27
2777;4307.27;4319.27;Galatasaray (29205) - Kısa Kale Vuruşları (0-10 mt);Kısa Kale Vuruşları (0-10 mt);2;56.32;50.41
2778;4307.27;4319.27;Galatasaray (29205) - Paslar adresi bulanlar;Paslar adresi bulanlar;2;56.32;50.41
2779;4309.27;4321.27;Galatasaray (29205) - Kısa Kale Vuruşları (0-10 mt);Kısa Kale Vuruşları (0-10 mt);2;57.52;38.84
2780;4309.27;4321.27;Galatasaray (29205) - Paslar adresi bulanlar;Paslar adresi bulanlar;2;57.52;38.84
2781;4313.27;4325.27;Galatasaray (29205) - Kısa Kale Vuruşları (0-10 mt);Kısa Kale Vuruşları (0-10 mt);2;51.42;46.46
2782;4313.27;4325.27;Galatasaray (29205) - Paslar adresi bulanlar;Paslar adresi bulanlar;2;51.42;46.46
2783;4315.27;4327.27;Galatasaray (29205) - Orta Mesafeli Kale Vuruşları (10-40 mt);Orta Mesafeli Kale Vuruşları (10-40 mt);2;47.12;31.47
2784;4315.27;4327.27;Galatasaray (29205) - Paslar adresi bulanlar;Paslar adresi bulanlar;2;47.12;31.47
2785;4321.27;4333.27;Galatasaray (29205) - Başarısız İleri Paslar;Başarısız İleri Paslar;2;48.44;19.77
2786;4321.27;4333.27;Galatasaray (29205) - Başarısız İlerletici Paslar;Başarısız İlerletici Paslar;2;48.44;19.77
2787;4321.27;4333.27;Galatasaray (29205) - Orta Mesafeli Kale Vuruşları (10-40 mt);Orta Mesafeli Kale Vuruşları (10-40 mt);2;48.44;19.77
2788;4321.27;4333.27;Galatasaray (29205) - İsabetsiz paslar;İsabetsiz paslar;2;48.44;19.77
2789;4322.27;4334.27;Caykur Rizespor (62850) - Başarılı İleri Paslar;Başarılı İleri Paslar;2;38.64;43.5
2790;4322.27;4334.27;Caykur Rizespor (62850) - Orta Mesafeli Kale Vuruşları (10-40 mt);Orta Mesafeli Kale Vuruşları (10-40 mt);2;38.64;43.5
2791;4322.27;4334.27;Caykur Rizespor (62850) - Paslar adresi bulanlar;Paslar adresi bulanlar;2;38.64;43.5
2792;4322.27;4334.27;Caykur Rizespor (62850) - İsabetli İlerletici Paslar;İsabetli İlerletici Paslar;2;38.64;43.5
2793;4325.27;4337.27;Caykur Rizespor (62850) - Kötü top kontrolü;Kötü top kontrolü;2;59.19;46.65
2794;4326.27;4338.27;Galatasaray (29205) - Başarılı İleri Paslar;Başarılı İleri Paslar;2;40.91;20.17
2795;4326.27;4338.27;Galatasaray (29205) - Kısa Kale Vuruşları (0-10 mt);Kısa Kale Vuruşları (0-10 mt);2;40.91;20.17
2796;4326.27;4338.27;Galatasaray (29205) - Paslar adresi bulanlar;Paslar adresi bulanlar;2;40.91;20.17
2797;4328.27;4340.27;Galatasaray (29205) - Kısa Kale Vuruşları (0-10 mt);Kısa Kale Vuruşları (0-10 mt);2;44.26;20.95
2798;4328.27;4340.27;Galatasaray (29205) - Top Kaybı;Top Kaybı;2;39.83;17.54
2799;4328.27;4340.27;Galatasaray (29205) - Top kayıpları / kendi yarı sahasında;Top kayıpları / kendi yarı sahasında;2;39.83;17.54
2800;4328.27;4340.27;Galatasaray (29205) - İsabetsiz paslar;İsabetsiz paslar;2;44.26;20.95
2801;4329.27;4341.27;Caykur Rizespor (62850) - Geri Kazanılan Toplar;Geri Kazanılan Toplar;2;65.17;50.46
2802;4329.27;4341.27;Caykur Rizespor (62850) - Rakip sahada geri kazanılan toplar;Rakip sahada geri kazanılan toplar;2;65.17;50.46
2803;4330.27;4342.27;Caykur Rizespor (62850) - Başarılı driplingler;Başarılı driplingler;2;60.51;51.91
2804;4330.27;4342.27;Caykur Rizespor (62850) - Başarılı İkili Mücadeleler;Başarılı İkili Mücadeleler;2;60.51;51.91
2805;4330.27;4342.27;Galatasaray (29205) - Başarısız Top Kapma;Başarısız Top Kapma;2;60.51;51.91
2806;4330.27;4342.27;Galatasaray (29205) - Başarısız İkili Mücadeleler;Başarısız İkili Mücadeleler;2;60.51;51.91
2807;4333.27;4345.27;Caykur Rizespor (62850) - Başarılı driplingler;Başarılı driplingler;2;62.66;51.78
2808;4333.27;4345.27;Caykur Rizespor (62850) - Başarılı İkili Mücadeleler;Başarılı İkili Mücadeleler;2;62.66;51.78
2809;4333.27;4345.27;Galatasaray (29205) - Başarısız Top Kapma;Başarısız Top Kapma;2;62.66;51.78
2810;4333.27;4345.27;Galatasaray (29205) - Başarısız İkili Mücadeleler;Başarısız İkili Mücadeleler;2;62.66;51.78
2811;4334.27;4346.27;Caykur Rizespor (62850) - Kısa Kale Vuruşları (0-10 mt);Kısa Kale Vuruşları (0-10 mt);2;69.71;44.28
2812;4334.27;4346.27;Caykur Rizespor (62850) - Paslar adresi bulanlar;Paslar adresi bulanlar;2;69.71;44.28
2813;4334.27;4351.27;Caykur Rizespor (62850) - Set Hücumları;Set Hücumları;2;60.51;51.91
2814;4337.27;4349.27;Caykur Rizespor (62850) - Orta Mesafeli Kale Vuruşları (10-40 mt);Orta Mesafeli Kale Vuruşları (10-40 mt);2;68.75;32.45
2815;4337.27;4349.27;Caykur Rizespor (62850) - Paslar adresi bulanlar;Paslar adresi bulanlar;2;68.75;32.45
2816;4339.27;4351.27;Caykur Rizespor (62850) - Top Taşıma;Top Taşıma;2;77.47;8.65
2817;4342.27;4354.27;Caykur Rizespor (62850) - 3. Bölgede Başarılı Dripling;3. Bölgede Başarılı Dripling;2;86.32;16.67
2818;4342.27;4354.27;Caykur Rizespor (62850) - Başarılı driplingler;Başarılı driplingler;2;86.32;16.67
2819;4342.27;4354.27;Caykur Rizespor (62850) - Başarılı İkili Mücadeleler;Başarılı İkili Mücadeleler;2;86.32;16.67
2820;4342.27;4354.27;Galatasaray (29205) - Başarısız Top Kapma;Başarısız Top Kapma;2;86.32;16.67
2821;4342.27;4354.27;Galatasaray (29205) - Başarısız İkili Mücadeleler;Başarısız İkili Mücadeleler;2;86.32;16.67
2822;4343.27;4355.27;Galatasaray (29205) - Geri Kazanılan Toplar;Geri Kazanılan Toplar;2;7.81;38.84
2823;4343.27;4355.27;Caykur Rizespor (62850) - Kısa Kale Vuruşları (0-10 mt);Kısa Kale Vuruşları (0-10 mt);2;94.2;17.59
2824;4343.27;4355.27;Caykur Rizespor (62850) - Top Kaybı;Top Kaybı;2;97.19;29.16
2825;4343.27;4355.27;Caykur Rizespor (62850) - İsabetsiz paslar;İsabetsiz paslar;2;94.2;17.59
2826;4350.27;4362.27;Caykur Rizespor (62850) - Orta Mesafeli Kale Vuruşları (10-40 mt);Orta Mesafeli Kale Vuruşları (10-40 mt);2;95.75;0.0
2827;4350.27;4362.27;Caykur Rizespor (62850) - Paslar adresi bulanlar;Paslar adresi bulanlar;2;95.75;0.0
2828;4353.27;4365.27;Caykur Rizespor (62850) - Başarılı İleri Paslar;Başarılı İleri Paslar;2;73.29;6.15
2829;4353.27;4365.27;Caykur Rizespor (62850) - Kısa Kale Vuruşları (0-10 mt);Kısa Kale Vuruşları (0-10 mt);2;73.29;6.15
2830;4353.27;4365.27;Caykur Rizespor (62850) - Paslar adresi bulanlar;Paslar adresi bulanlar;2;73.29;6.15
2831;4353.27;4365.27;Caykur Rizespor (62850) - İsabetli İlerletici Paslar;İsabetli İlerletici Paslar;2;73.29;6.15
2832;4354.27;4362.27;Caykur Rizespor (62850) - Set Hücumları;Set Hücumları;2;95.75;0.0
2833;4409.27;4421.27;Caykur Rizespor (62850) - Başarılı İleri Paslar;Başarılı İleri Paslar;2;41.27;12.73
2834;4409.27;4421.27;Caykur Rizespor (62850) - Orta Mesafeli Kale Vuruşları (10-40 mt);Orta Mesafeli Kale Vuruşları (10-40 mt);2;41.27;12.73
2835;4409.27;4421.27;Caykur Rizespor (62850) - Paslar adresi bulanlar;Paslar adresi bulanlar;2;41.27;12.73
2836;4409.27;4421.27;Caykur Rizespor (62850) - İsabetli İlerletici Paslar;İsabetli İlerletici Paslar;2;41.27;12.73
2837;4411.27;4423.27;Caykur Rizespor (62850) - Kısa Kale Vuruşları (0-10 mt);Kısa Kale Vuruşları (0-10 mt);2;60.63;6.94
2838;4411.27;4423.27;Caykur Rizespor (62850) - Paslar adresi bulanlar;Paslar adresi bulanlar;2;60.63;6.94
2839;4413.27;4445.27;Caykur Rizespor (62850) - Set Hücumları;Set Hücumları;2;41.27;12.73
2840;4414.27;4426.27;Caykur Rizespor (62850) - Paslar adresi bulanlar;Paslar adresi bulanlar;2;50.35;19.96
2841;4414.27;4426.27;Caykur Rizespor (62850) - Uzun Kale Vuruşları (40+ mt);Uzun Kale Vuruşları (40+ mt);2;50.35;19.96
2842;4414.27;4426.27;Caykur Rizespor (62850) - Uzun paslar;Uzun paslar;2;50.35;19.96
2843;4418.27;4430.27;Caykur Rizespor (62850) - Top Taşıma;Top Taşıma;2;32.66;57.3
2844;4422.27;4434.27;Caykur Rizespor (62850) - Başarılı driplingler;Başarılı driplingler;2;45.93;48.49
2845;4422.27;4434.27;Caykur Rizespor (62850) - Başarılı İkili Mücadeleler;Başarılı İkili Mücadeleler;2;45.93;48.49
2846;4422.27;4434.27;Galatasaray (29205) - Başarısız Top Kapma;Başarısız Top Kapma;2;45.93;48.49
2847;4422.27;4434.27;Galatasaray (29205) - Başarısız İkili Mücadeleler;Başarısız İkili Mücadeleler;2;45.93;48.49
2848;4424.27;4436.27;Caykur Rizespor (62850) - Kısa Kale Vuruşları (0-10 mt);Kısa Kale Vuruşları (0-10 mt);2;54.41;47.18
2849;4424.27;4436.27;Caykur Rizespor (62850) - Paslar adresi bulanlar;Paslar adresi bulanlar;2;54.41;47.18
2850;4428.27;4440.27;Caykur Rizespor (62850) - Kısa Kale Vuruşları (0-10 mt);Kısa Kale Vuruşları (0-10 mt);2;44.73;42.58
2851;4428.27;4440.27;Caykur Rizespor (62850) - Paslar adresi bulanlar;Paslar adresi bulanlar;2;44.73;42.58
2852;4429.27;4441.27;Caykur Rizespor (62850) - Orta Mesafeli Kale Vuruşları (10-40 mt);Orta Mesafeli Kale Vuruşları (10-40 mt);2;48.2;36.66
2853;4429.27;4441.27;Caykur Rizespor (62850) - Paslar adresi bulanlar;Paslar adresi bulanlar;2;48.2;36.66
2854;4431.27;4443.27;Caykur Rizespor (62850) - Başarılı İleri Paslar;Başarılı İleri Paslar;2;39.36;21.27
2855;4431.27;4443.27;Caykur Rizespor (62850) - Orta Mesafeli Kale Vuruşları (10-40 mt);Orta Mesafeli Kale Vuruşları (10-40 mt);2;39.36;21.27
2856;4431.27;4443.27;Caykur Rizespor (62850) - Paslar adresi bulanlar;Paslar adresi bulanlar;2;39.36;21.27
2857;4431.27;4443.27;Caykur Rizespor (62850) - İsabetli İlerletici Paslar;İsabetli İlerletici Paslar;2;39.36;21.27
2858;4433.27;4445.27;Caykur Rizespor (62850) - Başarılı İleri Paslar;Başarılı İleri Paslar;2;58.47;8.78
2859;4433.27;4445.27;Caykur Rizespor (62850) - Kısa Kale Vuruşları (0-10 mt);Kısa Kale Vuruşları (0-10 mt);2;58.47;8.78
2860;4433.27;4445.27;Caykur Rizespor (62850) - Paslar adresi bulanlar;Paslar adresi bulanlar;2;58.47;8.78
2861;4433.27;4445.27;Caykur Rizespor (62850) - İsabetli İlerletici Paslar;İsabetli İlerletici Paslar;2;58.47;8.78
2862;4435.27;4447.27;Caykur Rizespor (62850) - Başarısız İleri Paslar;Başarısız İleri Paslar;2;67.56;18.38
2863;4435.27;4447.27;Caykur Rizespor (62850) - Başarısız İlerletici Paslar;Başarısız İlerletici Paslar;2;67.56;18.38
2864;4435.27;4447.27;Caykur Rizespor (62850) - Orta Mesafeli Kale Vuruşları (10-40 mt);Orta Mesafeli Kale Vuruşları (10-40 mt);2;67.56;18.38
2865;4435.27;4447.27;Caykur Rizespor (62850) - Top Kaybı;Top Kaybı;2;79.15;32.19
2866;4435.27;4447.27;Caykur Rizespor (62850) - İsabetsiz paslar;İsabetsiz paslar;2;67.56;18.38
2867;4437.27;4449.27;Galatasaray (29205) - Geri Kazanılan Toplar;Geri Kazanılan Toplar;2;25.85;35.81
2868;4438.27;4450.27;Galatasaray (29205) - Başarılı driplingler;Başarılı driplingler;2;28.0;37.39
2869;4438.27;4450.27;Galatasaray (29205) - Başarılı İkili Mücadeleler;Başarılı İkili Mücadeleler;2;28.0;37.39
2870;4438.27;4450.27;Caykur Rizespor (62850) - Başarısız Top Kapma;Başarısız Top Kapma;2;28.0;37.39
2871;4438.27;4450.27;Caykur Rizespor (62850) - Başarısız İkili Mücadeleler;Başarısız İkili Mücadeleler;2;28.0;37.39
2872;4440.27;4452.27;Galatasaray (29205) - Başarılı İleri Paslar;Başarılı İleri Paslar;2;33.26;38.97
2873;4440.27;4452.27;Galatasaray (29205) - Orta Mesafeli Kale Vuruşları (10-40 mt);Orta Mesafeli Kale Vuruşları (10-40 mt);2;33.26;38.97
2874;4440.27;4452.27;Galatasaray (29205) - Paslar adresi bulanlar;Paslar adresi bulanlar;2;33.26;38.97
2875;4442.27;4454.27;Galatasaray (29205) - Başarılı İleri Paslar;Başarılı İleri Paslar;2;48.44;38.57
2876;4442.27;4454.27;Galatasaray (29205) - Kısa Kale Vuruşları (0-10 mt);Kısa Kale Vuruşları (0-10 mt);2;48.44;38.57
2877;4442.27;4454.27;Galatasaray (29205) - Paslar adresi bulanlar;Paslar adresi bulanlar;2;48.44;38.57
2878;4442.27;4459.27;Galatasaray (29205) - Kontra Ataklar;Kontra Ataklar;2;28.0;37.39
2879;4444.27;4456.27;Galatasaray (29205) - Başarılı İleri Paslar;Başarılı İleri Paslar;2;50.71;27.66
2880;4444.27;4456.27;Galatasaray (29205) - Orta Mesafeli Kale Vuruşları (10-40 mt);Orta Mesafeli Kale Vuruşları (10-40 mt);2;50.71;27.66
2881;4444.27;4456.27;Galatasaray (29205) - Paslar adresi bulanlar;Paslar adresi bulanlar;2;50.71;27.66
2882;4444.27;4456.27;Galatasaray (29205) - İsabetli İlerletici Paslar;İsabetli İlerletici Paslar;2;50.71;27.66
2883;4446.27;4458.27;Galatasaray (29205) - Top Taşıma;Top Taşıma;2;71.5;6.62
2884;4450.27;4462.27;Galatasaray (29205) - Orta Mesafeli Kale Vuruşları (10-40 mt);Orta Mesafeli Kale Vuruşları (10-40 mt);2;100.53;16.88
2885;4450.27;4462.27;Galatasaray (29205) - Top Kaybı;Top Kaybı;2;97.91;34.5
2886;4450.27;4462.27;Galatasaray (29205) - İsabetsiz paslar;İsabetsiz paslar;2;100.53;16.88
2887;4451.27;4463.27;Caykur Rizespor (62850) - Geri Kazanılan Toplar;Geri Kazanılan Toplar;2;5.3;39.81
2888;4451.27;4463.27;Caykur Rizespor (62850) - Kısa Kale Vuruşları (0-10 mt);Kısa Kale Vuruşları (0-10 mt);2;5.3;39.81
2889;4451.27;4463.27;Caykur Rizespor (62850) - Paslar adresi bulanlar;Paslar adresi bulanlar;2;5.3;39.81
2890;4455.27;4475.27;Caykur Rizespor (62850) - Kontra Ataklar;Kontra Ataklar;2;5.3;39.81
2891;4457.27;4469.27;Caykur Rizespor (62850) - Kısa Kale Vuruşları (0-10 mt);Kısa Kale Vuruşları (0-10 mt);2;28.6;59.54
2892;4457.27;4469.27;Caykur Rizespor (62850) - Paslar adresi bulanlar;Paslar adresi bulanlar;2;28.6;59.54
2893;4460.27;4472.27;Caykur Rizespor (62850) - Orta Mesafeli Kale Vuruşları (10-40 mt);Orta Mesafeli Kale Vuruşları (10-40 mt);2;36.01;44.15
2894;4460.27;4472.27;Caykur Rizespor (62850) - Paslar adresi bulanlar;Paslar adresi bulanlar;2;36.01;44.15
2895;4462.27;4474.27;Caykur Rizespor (62850) - Top Taşıma;Top Taşıma;2;37.33;26.8
2896;4466.27;4478.27;Caykur Rizespor (62850) - Başarısız İleri Paslar;Başarısız İleri Paslar;2;61.34;16.54
2897;4466.27;4478.27;Caykur Rizespor (62850) - Başarısız İlerletici Paslar;Başarısız İlerletici Paslar;2;61.34;16.54
2898;4466.27;4478.27;Caykur Rizespor (62850) - Orta Mesafeli Kale Vuruşları (10-40 mt);Orta Mesafeli Kale Vuruşları (10-40 mt);2;61.34;16.54
2899;4466.27;4478.27;Caykur Rizespor (62850) - Top Kaybı;Top Kaybı;2;82.37;15.36
2900;4466.27;4478.27;Caykur Rizespor (62850) - İsabetsiz paslar;İsabetsiz paslar;2;61.34;16.54
2901;4467.27;4479.27;Galatasaray (29205) - Geri Kazanılan Toplar;Geri Kazanılan Toplar;2;22.63;52.64
2902;4470.27;4482.27;Galatasaray (29205) - Kısa Kale Vuruşları (0-10 mt);Kısa Kale Vuruşları (0-10 mt);2;20.36;64.74
2903;4470.27;4482.27;Galatasaray (29205) - Paslar adresi bulanlar;Paslar adresi bulanlar;2;20.36;64.74
2904;4472.27;4484.27;Galatasaray (29205) - Başarılı İleri Paslar;Başarılı İleri Paslar;2;11.64;58.17
2905;4472.27;4484.27;Galatasaray (29205) - Orta Mesafeli Kale Vuruşları (10-40 mt);Orta Mesafeli Kale Vuruşları (10-40 mt);2;11.64;58.17
2906;4472.27;4484.27;Galatasaray (29205) - Paslar adresi bulanlar;Paslar adresi bulanlar;2;11.64;58.17
2907;4474.27;4520.27;Galatasaray (29205) - Set Hücumları;Set Hücumları;2;20.36;64.74
2908;4474.27;4520.27;Galatasaray (29205) - Şutla biten set hücumları;Şutla biten set hücumları;2;20.36;64.74
2909;4477.27;4489.27;Galatasaray (29205) - Başarılı İleri Paslar;Başarılı İleri Paslar;2;32.9;41.07
2910;4477.27;4489.27;Galatasaray (29205) - Kısa Kale Vuruşları (0-10 mt);Kısa Kale Vuruşları (0-10 mt);2;32.9;41.07
2911;4477.27;4489.27;Galatasaray (29205) - Paslar adresi bulanlar;Paslar adresi bulanlar;2;32.9;41.07
2912;4479.27;4491.27;Galatasaray (29205) - Kısa Kale Vuruşları (0-10 mt);Kısa Kale Vuruşları (0-10 mt);2;43.18;31.47
2913;4479.27;4491.27;Galatasaray (29205) - Paslar adresi bulanlar;Paslar adresi bulanlar;2;43.18;31.47
2914;4480.27;4492.27;Galatasaray (29205) - Orta Mesafeli Kale Vuruşları (10-40 mt);Orta Mesafeli Kale Vuruşları (10-40 mt);2;36.49;35.55
2915;4480.27;4492.27;Galatasaray (29205) - Paslar adresi bulanlar;Paslar adresi bulanlar;2;36.49;35.55
2916;4484.27;4496.27;Galatasaray (29205) - Başarılı İleri Paslar;Başarılı İleri Paslar;2;37.56;8.33
2917;4484.27;4496.27;Galatasaray (29205) - Orta Mesafeli Kale Vuruşları (10-40 mt);Orta Mesafeli Kale Vuruşları (10-40 mt);2;37.56;8.33
2918;4484.27;4496.27;Galatasaray (29205) - Paslar adresi bulanlar;Paslar adresi bulanlar;2;37.56;8.33
2919;4484.27;4496.27;Galatasaray (29205) - İsabetli İlerletici Paslar;İsabetli İlerletici Paslar;2;37.56;8.33
2920;4488.27;4500.27;Galatasaray (29205) - Kısa Kale Vuruşları (0-10 mt);Kısa Kale Vuruşları (0-10 mt);2;51.9;3.2
2921;4488.27;4500.27;Galatasaray (29205) - Paslar adresi bulanlar;Paslar adresi bulanlar;2;51.9;3.2
2922;4493.27;4505.27;Galatasaray (29205) - Kısa Kale Vuruşları (0-10 mt);Kısa Kale Vuruşları (0-10 mt);2;32.9;10.83
2923;4493.27;4505.27;Galatasaray (29205) - Paslar adresi bulanlar;Paslar adresi bulanlar;2;32.9;10.83
2924;4497.27;4509.27;Galatasaray (29205) - Başarılı İleri Paslar;Başarılı İleri Paslar;2;41.87;28.97
2925;4497.27;4509.27;Galatasaray (29205) - Kısa Kale Vuruşları (0-10 mt);Kısa Kale Vuruşları (0-10 mt);2;41.87;28.97
2926;4497.27;4509.27;Galatasaray (29205) - Paslar adresi bulanlar;Paslar adresi bulanlar;2;41.87;28.97
2927;4499.27;4511.27;Galatasaray (29205) - Orta Mesafeli Kale Vuruşları (10-40 mt);Orta Mesafeli Kale Vuruşları (10-40 mt);2;49.39;35.68
2928;4499.27;4511.27;Galatasaray (29205) - Paslar adresi bulanlar;Paslar adresi bulanlar;2;49.39;35.68
2929;4501.27;4513.27;Galatasaray (29205) - Başarılı İleri Paslar;Başarılı İleri Paslar;2;46.53;54.22
