id,team,action,start,end,half,pos_x,pos_y
3001,Galatasaray (29205),Başarılı İleri Paslar,4693.27,4705.27,2,24.9,26.48
3002,Galatasaray (29205),Orta Mesafeli Kale Vuruşları (10-40 mt),4693.27,4705.27,2,24.9,26.48
3003,Galatasaray (29205),Paslar adresi bulanlar,4693.27,4705.27,2,24.9,26.48
3004,Galatasaray (29205),İsabetli İlerletici Paslar,4693.27,4705.27,2,24.9,26.48
3005,Caykur Rizespor (62850),Başarılı İkili Mücadeleler,4696.27,4708.27,2,41.75,45.86
3006,Galatasaray (29205),Başarısız İkili Mücadeleler,4696.27,4708.27,2,41.75,45.86
3007,Caykur Rizespor (62850),Geri Kazanılan Toplar,4696.27,4708.27,2,41.75,45.86
3008,Galatasaray (29205),Top Kaybı,4696.27,4708.27,2,63.25,22.14
3009,Caykur Rizespor (62850),Orta Mesafeli Kale Vuruşları (10-40 mt),4697.27,4709.27,2,38.52,45.73
3010,Caykur Rizespor (62850),Paslar adresi bulanlar,4697.27,4709.27,2,38.52,45.73
3011,Caykur Rizespor (62850),Başarısız Uzun Toplar,4701.27,4713.27,2,7.57,35.87
3012,Caykur Rizespor (62850),Başarısız İleri Paslar,4701.27,4713.27,2,7.57,35.87
3013,Caykur Rizespor (62850),Başarısız İlerletici Paslar,4701.27,4713.27,2,7.57,35.87
3014,Caykur Rizespor (62850),Top Kaybı,4701.27,4713.27,2,59.07,17.46
3015,Caykur Rizespor (62850),Uzun Kale Vuruşları (40+ mt),4701.27,4713.27,2,7.57,35.87
3016,Caykur Rizespor (62850),İsabetsiz paslar,4701.27,4713.27,2,7.57,35.87
3017,Galatasaray (29205),Geri Kazanılan Toplar,4704.27,4716.27,2,45.93,50.54
3018,Galatasaray (29205),Kısa Kale Vuruşları (0-10 mt),4708.27,4720.27,2,44.14,49.22
3019,Galatasaray (29205),Paslar adresi bulanlar,4708.27,4720.27,2,44.14,49.22
3020,Galatasaray (29205),Orta Mesafeli Kale Vuruşları (10-40 mt),4711.27,4723.27,2,28.12,48.57
3021,Galatasaray (29205),Paslar adresi bulanlar,4711.27,4723.27,2,28.12,48.57
3022,Galatasaray (29205),Set Hücumları,4712.27,4762.27,2,44.14,49.22
3023,Galatasaray (29205),Orta Mesafeli Kale Vuruşları (10-40 mt),4716.27,4728.27,2,15.82,33.31
3024,Galatasaray (29205),Paslar adresi bulanlar,4716.27,4728.27,2,15.82,33.31
3025,Galatasaray (29205),Başarılı İleri Paslar,4719.27,4731.27,2,21.07,49.22
3026,Galatasaray (29205),Orta Mesafeli Kale Vuruşları (10-40 mt),4719.27,4731.27,2,21.07,49.22
3027,Galatasaray (29205),Paslar adresi bulanlar,4719.27,4731.27,2,21.07,49.22
3028,Galatasaray (29205),İsabetli İlerletici Paslar,4719.27,4731.27,2,21.07,49.22
3029,Galatasaray (29205),Orta Mesafeli Kale Vuruşları (10-40 mt),4725.27,4737.27,2,47.0,31.6
3030,Galatasaray (29205),Paslar adresi bulanlar,4725.27,4737.27,2,47.0,31.6
3031,Galatasaray (29205),Başarılı İleri Paslar,4728.27,4740.27,2,64.57,5.96
3032,Galatasaray (29205),Orta Mesafeli Kale Vuruşları (10-40 mt),4728.27,4740.27,2,64.57,5.96
3033,Galatasaray (29205),Paslar adresi bulanlar,4728.27,4740.27,2,64.57,5.96
3034,Galatasaray (29205),İsabetli İlerletici Paslar,4728.27,4740.27,2,64.57,5.96
3035,Galatasaray (29205),Kısa Kale Vuruşları (0-10 mt),4732.27,4744.27,2,79.5,3.33
3036,Galatasaray (29205),Paslar adresi bulanlar,4732.27,4744.27,2,79.5,3.33
3037,Galatasaray (29205),Kısa Kale Vuruşları (0-10 mt),4733.27,4745.27,2,78.55,8.86
3038,Galatasaray (29205),Paslar adresi bulanlar,4733.27,4745.27,2,78.55,8.86
3039,Galatasaray (29205),Orta Mesafeli Kale Vuruşları (10-40 mt),4734.27,4746.27,2,77.11,3.33
3040,Galatasaray (29205),Paslar adresi bulanlar,4734.27,4746.27,2,77.11,3.33
3041,Galatasaray (29205),Kısa Kale Vuruşları (0-10 mt),4737.27,4749.27,2,68.27,19.38
3042,Galatasaray (29205),Paslar adresi bulanlar,4737.27,4749.27,2,68.27,19.38
3043,Galatasaray (29205),Orta Mesafeli Kale Vuruşları (10-40 mt),4739.27,4751.27,2,74.25,32.39
3044,Galatasaray (29205),Paslar adresi bulanlar,4739.27,4751.27,2,74.25,32.39
3045,Galatasaray (29205),Kısa Kale Vuruşları (0-10 mt),4740.27,4752.27,2,77.35,17.14
3046,Galatasaray (29205),Paslar adresi bulanlar,4740.27,4752.27,2,77.35,17.14
3047,Galatasaray (29205),Başarılı İleri Paslar,4741.27,4753.27,2,68.03,19.64
3048,Galatasaray (29205),Kısa Kale Vuruşları (0-10 mt),4741.27,4753.27,2,68.03,19.64
3049,Galatasaray (29205),Paslar adresi bulanlar,4741.27,4753.27,2,68.03,19.64
3050,Galatasaray (29205),İsabetli İlerletici Paslar,4741.27,4753.27,2,68.03,19.64
3051,Galatasaray (29205),Kısa Kale Vuruşları (0-10 mt),4742.27,4754.27,2,79.03,26.61
3052,Galatasaray (29205),Paslar adresi bulanlar,4742.27,4754.27,2,79.03,26.61
3053,Galatasaray (29205),Kısa Kale Vuruşları (0-10 mt),4743.27,4755.27,2,68.75,21.87
3054,Galatasaray (29205),Paslar adresi bulanlar,4743.27,4755.27,2,68.75,21.87
3055,Galatasaray (29205),Başarılı İleri Paslar,4744.27,4756.27,2,70.54,15.17
3056,Galatasaray (29205),Kısa Kale Vuruşları (0-10 mt),4744.27,4756.27,2,70.54,15.17
3057,Galatasaray (29205),Paslar adresi bulanlar,4744.27,4756.27,2,70.54,15.17
3058,Galatasaray (29205),Orta Mesafeli Kale Vuruşları (10-40 mt),4745.27,4757.27,2,77.35,18.59
3059,Galatasaray (29205),Paslar adresi bulanlar,4745.27,4757.27,2,77.35,18.59
3060,Galatasaray (29205),Orta Mesafeli Kale Vuruşları (10-40 mt),4749.27,4761.27,2,80.1,4.78
3061,Galatasaray (29205),Paslar adresi bulanlar,4749.27,4761.27,2,80.1,4.78
3062,Galatasaray (29205),Başarılı İleri Paslar,4750.27,4762.27,2,73.05,19.64
3063,Galatasaray (29205),Kısa Kale Vuruşları (0-10 mt),4750.27,4762.27,2,73.05,19.64
3064,Galatasaray (29205),Paslar adresi bulanlar,4750.27,4762.27,2,73.05,19.64
3065,Galatasaray (29205),Kötü top kontrolü,4751.27,4763.27,2,83.33,20.95
3066,Galatasaray (29205),Top Kaybı,4751.27,4763.27,2,83.33,20.95
3067,Caykur Rizespor (62850),Geri Kazanılan Toplar,4754.27,4766.27,2,7.45,43.1
3068,Caykur Rizespor (62850),Kısa Kale Vuruşları (0-10 mt),4758.27,4770.27,2,7.69,36.4
3069,Caykur Rizespor (62850),Paslar adresi bulanlar,4758.27,4770.27,2,7.69,36.4
3070,Caykur Rizespor (62850),Başarısız Uzun Toplar,4770.27,4782.27,2,23.23,9.83
3071,Caykur Rizespor (62850),Başarısız İleri Paslar,4770.27,4782.27,2,23.23,9.83
3072,Caykur Rizespor (62850),Başarısız İlerletici Paslar,4770.27,4782.27,2,23.23,9.83
3073,Caykur Rizespor (62850),Top Kaybı,4770.27,4782.27,2,83.57,25.22
3074,Caykur Rizespor (62850),Uzun Kale Vuruşları (40+ mt),4770.27,4782.27,2,23.23,9.83
3075,Caykur Rizespor (62850),İsabetsiz paslar,4770.27,4782.27,2,23.23,9.83
3076,Galatasaray (29205),Geri Kazanılan Toplar,4775.27,4787.27,2,21.43,42.78
3077,Galatasaray (29205),Başarılı İleri Paslar,4777.27,4789.27,2,21.67,39.76
3078,Galatasaray (29205),Kısa Kale Vuruşları (0-10 mt),4777.27,4789.27,2,21.67,39.76
3079,Galatasaray (29205),Paslar adresi bulanlar,4777.27,4789.27,2,21.67,39.76
3080,Galatasaray (29205),Kısa Kale Vuruşları (0-10 mt),4778.27,4790.27,2,35.41,41.47
3081,Galatasaray (29205),Paslar adresi bulanlar,4778.27,4790.27,2,35.41,41.47
3082,Galatasaray (29205),Set Hücumları,4781.27,4814.27,2,21.67,39.76
3083,Galatasaray (29205),Kısa Kale Vuruşları (0-10 mt),4783.27,4795.27,2,34.94,48.96
3084,Galatasaray (29205),Paslar adresi bulanlar,4783.27,4795.27,2,34.94,48.96
3085,Galatasaray (29205),Orta Mesafeli Kale Vuruşları (10-40 mt),4785.27,4797.27,2,39.95,38.31
3086,Galatasaray (29205),Paslar adresi bulanlar,4785.27,4797.27,2,39.95,38.31
3087,Galatasaray (29205),Başarılı İleri Paslar,4788.27,4800.27,2,41.87,23.58
3088,Galatasaray (29205),Kısa Kale Vuruşları (0-10 mt),4788.27,4800.27,2,41.87,23.58
3089,Galatasaray (29205),Paslar adresi bulanlar,4788.27,4800.27,2,41.87,23.58
3090,Galatasaray (29205),Kısa Kale Vuruşları (0-10 mt),4790.27,4802.27,2,48.32,24.64
3091,Galatasaray (29205),Paslar adresi bulanlar,4790.27,4802.27,2,48.32,24.64
3092,Galatasaray (29205),Kısa Kale Vuruşları (0-10 mt),4791.27,4803.27,2,55.73,14.91
3093,Galatasaray (29205),Paslar adresi bulanlar,4791.27,4803.27,2,55.73,14.91
3094,Galatasaray (29205),Orta Mesafeli Kale Vuruşları (10-40 mt),4795.27,4807.27,2,57.16,3.73
3095,Galatasaray (29205),Paslar adresi bulanlar,4795.27,4807.27,2,57.16,3.73
3096,Galatasaray (29205),Başarılı İleri Paslar,4799.27,4811.27,2,22.99,11.88
3097,Galatasaray (29205),Kısa Kale Vuruşları (0-10 mt),4799.27,4811.27,2,22.99,11.88
3098,Galatasaray (29205),Paslar adresi bulanlar,4799.27,4811.27,2,22.99,11.88
3099,Galatasaray (29205),Başarılı İleri Paslar,4803.27,4815.27,2,31.23,24.5
3100,Galatasaray (29205),Orta Mesafeli Kale Vuruşları (10-40 mt),4803.27,4815.27,2,31.23,24.5
3101,Galatasaray (29205),Paslar adresi bulanlar,4803.27,4815.27,2,31.23,24.5
3102,Galatasaray (29205),İsabetli İlerletici Paslar,4803.27,4815.27,2,31.23,24.5
3103,Galatasaray (29205),Başarılı driplingler,4806.27,4818.27,2,55.37,25.56
3104,Galatasaray (29205),Başarılı İkili Mücadeleler,4806.27,4818.27,2,55.37,25.56
3105,Caykur Rizespor (62850),Başarısız Top Kapma,4806.27,4818.27,2,55.37,25.56
3106,Caykur Rizespor (62850),Başarısız İkili Mücadeleler,4806.27,4818.27,2,55.37,25.56
