id,team,action,start,end,half,pos_x,pos_y
876,Caykur Rizespor (62850),Paslar adresi bulanlar,1273.55,1285.55,1,105.0,68.0
877,Galatasaray (29205),Başarılı hava topu mücadeleleri,1275.55,1287.55,1,2.67,31.62
878,Galatasaray (29205),Başarılı İkili Mücadeleler,1275.55,1287.55,1,2.67,31.62
879,Caykur Rizespor (62850),Başarısız İkili Mücadeleler,1275.55,1287.55,1,2.67,31.62
880,Caykur Rizespor (62850),Kaybedilen hava topu mücadeleleri,1275.55,1287.55,1,2.67,31.62
881,Caykur Rizespor (62850),İsabetsiz Şutlar,1276.55,1288.55,1,88.94,39.41
882,Caykur Rizespor (62850),Şut,1276.55,1288.55,1,88.94,39.41
883,Caykur Rizespor (62850),Korner Hücumları,1277.55,1286.55,1,105.0,68.0
884,Caykur Rizespor (62850),Uzaklaştırma,1312.55,1324.55,1,20.96,58.6
885,Galatasaray (29205),Orta Mesafeli Kale Vuruşları (10-40 mt),1331.55,1343.55,1,79.03,0.0
886,Galatasaray (29205),Paslar adresi bulanlar,1331.55,1343.55,1,79.03,0.0
887,Galatasaray (29205),Orta Mesafeli Kale Vuruşları (10-40 mt),1334.55,1346.55,1,57.76,10.32
888,Galatasaray (29205),Paslar adresi bulanlar,1334.55,1346.55,1,57.76,10.32
889,Galatasaray (29205),Set Hücumları,1335.55,1361.55,1,79.03,0.0
890,Galatasaray (29205),Orta Mesafeli Kale Vuruşları (10-40 mt),1339.55,1351.55,1,35.77,50.95
891,Galatasaray (29205),Paslar adresi bulanlar,1339.55,1351.55,1,35.77,50.95
892,Galatasaray (29205),Başarılı İleri Paslar,1343.55,1355.55,1,20.6,32.41
893,Galatasaray (29205),Orta Mesafeli Kale Vuruşları (10-40 mt),1343.55,1355.55,1,20.6,32.41
894,Galatasaray (29205),Paslar adresi bulanlar,1343.55,1355.55,1,20.6,32.41
895,Galatasaray (29205),İsabetli İlerletici Paslar,1343.55,1355.55,1,20.6,32.41
896,Galatasaray (29205),Top Taşıma,1345.55,1357.55,1,47.96,18.86
897,Galatasaray (29205),Başarılı İleri Paslar,1349.55,1361.55,1,58.95,51.21
898,Galatasaray (29205),Orta Mesafeli Kale Vuruşları (10-40 mt),1349.55,1361.55,1,58.95,51.21
899,Galatasaray (29205),Paslar adresi bulanlar,1349.55,1361.55,1,58.95,51.21
900,Galatasaray (29205),İsabetli İlerletici Paslar,1349.55,1361.55,1,58.95,51.21
901,Galatasaray (29205),3. Bölgede Başarısız Paslar,1353.55,1365.55,1,88.94,62.78
902,Caykur Rizespor (62850),Başarılı Top Kapma,1353.55,1365.55,1,88.94,62.78
903,Caykur Rizespor (62850),Başarılı İkili Mücadeleler,1353.55,1365.55,1,88.94,62.78
904,Galatasaray (29205),Başarısız Driplingler,1353.55,1365.55,1,88.94,62.78
905,Galatasaray (29205),Başarısız İkili Mücadeleler,1353.55,1365.55,1,88.94,62.78
906,Caykur Rizespor (62850),Geri Kazanılan Toplar,1353.55,1365.55,1,16.06,5.22
907,Galatasaray (29205),Top Kaybı,1353.55,1365.55,1,88.94,62.78
908,Caykur Rizespor (62850),Başarılı İleri Paslar,1355.55,1367.55,1,14.26,11.0
909,Caykur Rizespor (62850),Kısa Kale Vuruşları (0-10 mt),1355.55,1367.55,1,14.26,11.0
910,Caykur Rizespor (62850),Paslar adresi bulanlar,1355.55,1367.55,1,14.26,11.0
911,Caykur Rizespor (62850),Top Taşıma,1356.55,1368.55,1,23.23,4.95
912,Caykur Rizespor (62850),Kontra Ataklar,1358.55,1372.55,1,13.79,11.92
913,Caykur Rizespor (62850),Başarısız Uzun Toplar,1361.55,1373.55,1,44.02,16.66
914,Caykur Rizespor (62850),Başarısız İleri Paslar,1361.55,1373.55,1,44.02,16.66
915,Caykur Rizespor (62850),Başarısız İlerletici Paslar,1361.55,1373.55,1,44.02,16.66
916,Caykur Rizespor (62850),Top Kaybı,1361.55,1373.55,1,77.59,46.77
917,Caykur Rizespor (62850),Uzun Kale Vuruşları (40+ mt),1361.55,1373.55,1,44.02,16.66
918,Caykur Rizespor (62850),İsabetsiz paslar,1361.55,1373.55,1,44.02,16.66
919,Galatasaray (29205),Geri Kazanılan Toplar,1364.55,1376.55,1,14.62,19.39
920,Galatasaray (29205),Başarılı İleri Paslar,1367.55,1379.55,1,12.95,23.99
921,Galatasaray (29205),Orta Mesafeli Kale Vuruşları (10-40 mt),1367.55,1379.55,1,12.95,23.99
922,Galatasaray (29205),Paslar adresi bulanlar,1367.55,1379.55,1,12.95,23.99
923,Galatasaray (29205),Set Hücumları,1371.55,1417.55,1,12.95,23.99
924,Galatasaray (29205),Başarılı İleri Paslar,1372.55,1384.55,1,31.95,33.72
925,Galatasaray (29205),Kısa Kale Vuruşları (0-10 mt),1372.55,1384.55,1,31.95,33.72
926,Galatasaray (29205),Paslar adresi bulanlar,1372.55,1384.55,1,31.95,33.72
927,Galatasaray (29205),Kısa Kale Vuruşları (0-10 mt),1375.55,1387.55,1,44.14,23.99
928,Galatasaray (29205),Paslar adresi bulanlar,1375.55,1387.55,1,44.14,23.99
929,Galatasaray (29205),Başarılı İleri Paslar,1378.55,1390.55,1,54.05,9.13
930,Galatasaray (29205),Kısa Kale Vuruşları (0-10 mt),1378.55,1390.55,1,54.05,9.13
931,Galatasaray (29205),Paslar adresi bulanlar,1378.55,1390.55,1,54.05,9.13
932,Galatasaray (29205),Kısa Kale Vuruşları (0-10 mt),1379.55,1391.55,1,61.22,14.79
933,Galatasaray (29205),Paslar adresi bulanlar,1379.55,1391.55,1,61.22,14.79
934,Galatasaray (29205),Kısa Kale Vuruşları (0-10 mt),1381.55,1393.55,1,47.24,12.03
935,Galatasaray (29205),Paslar adresi bulanlar,1381.55,1393.55,1,47.24,12.03
936,Galatasaray (29205),Başarılı İleri Paslar,1383.55,1395.55,1,40.91,19.65
937,Galatasaray (29205),Kısa Kale Vuruşları (0-10 mt),1383.55,1395.55,1,40.91,19.65
938,Galatasaray (29205),Paslar adresi bulanlar,1383.55,1395.55,1,40.91,19.65
939,Galatasaray (29205),Kısa Kale Vuruşları (0-10 mt),1384.55,1396.55,1,49.27,22.68
940,Galatasaray (29205),Paslar adresi bulanlar,1384.55,1396.55,1,49.27,22.68
941,Galatasaray (29205),Başarılı İleri Paslar,1386.55,1398.55,1,41.03,19.0
942,Galatasaray (29205),Orta Mesafeli Kale Vuruşları (10-40 mt),1386.55,1398.55,1,41.03,19.0
943,Galatasaray (29205),Paslar adresi bulanlar,1386.55,1398.55,1,41.03,19.0
944,Galatasaray (29205),İsabetli İlerletici Paslar,1386.55,1398.55,1,41.03,19.0
945,Galatasaray (29205),Orta Mesafeli Kale Vuruşları (10-40 mt),1389.55,1401.55,1,50.59,7.43
946,Galatasaray (29205),Paslar adresi bulanlar,1389.55,1401.55,1,50.59,7.43
947,Galatasaray (29205),Orta Mesafeli Kale Vuruşları (10-40 mt),1393.55,1405.55,1,38.04,23.47
948,Galatasaray (29205),Paslar adresi bulanlar,1393.55,1405.55,1,38.04,23.47
949,Galatasaray (29205),Başarılı İleri Paslar,1396.55,1408.55,1,44.49,53.05
950,Galatasaray (29205),Orta Mesafeli Kale Vuruşları (10-40 mt),1396.55,1408.55,1,44.49,53.05
951,Galatasaray (29205),Paslar adresi bulanlar,1396.55,1408.55,1,44.49,53.05
952,Galatasaray (29205),İsabetli İlerletici Paslar,1396.55,1408.55,1,44.49,53.05
953,Galatasaray (29205),Başarılı İleri Paslar,1398.55,1410.55,1,58.24,65.15
954,Galatasaray (29205),Orta Mesafeli Kale Vuruşları (10-40 mt),1398.55,1410.55,1,58.24,65.15
955,Galatasaray (29205),Paslar adresi bulanlar,1398.55,1410.55,1,58.24,65.15
956,Galatasaray (29205),İsabetli İlerletici Paslar,1398.55,1410.55,1,58.24,65.15
957,Galatasaray (29205),Kısa Kale Vuruşları (0-10 mt),1404.55,1416.55,1,92.05,64.23
958,Galatasaray (29205),Paslar adresi bulanlar,1404.55,1416.55,1,92.05,64.23
959,Galatasaray (29205),Başarılı İleri Paslar,1407.55,1419.55,1,78.55,62.39
960,Galatasaray (29205),Kısa Kale Vuruşları (0-10 mt),1407.55,1419.55,1,78.55,62.39
961,Galatasaray (29205),Paslar adresi bulanlar,1407.55,1419.55,1,78.55,62.39
962,Galatasaray (29205),İsabetli İlerletici Paslar,1407.55,1419.55,1,78.55,62.39
963,Caykur Rizespor (62850),Başarılı Top Kapma,1409.55,1421.55,1,14.5,8.11
964,Caykur Rizespor (62850),Başarılı İkili Mücadeleler,1409.55,1421.55,1,14.5,8.11
965,Galatasaray (29205),Başarısız İkili Mücadeleler,1409.55,1421.55,1,14.5,8.11
966,Caykur Rizespor (62850),Geri Kazanılan Toplar,1409.55,1421.55,1,14.5,8.11
967,Caykur Rizespor (62850),Kısa Kale Vuruşları (0-10 mt),1409.55,1421.55,1,14.5,8.11
968,Caykur Rizespor (62850),Paslar adresi bulanlar,1409.55,1421.55,1,14.5,8.11
969,Galatasaray (29205),Top Kaybı,1409.55,1421.55,1,90.5,59.89
970,Caykur Rizespor (62850),Başarılı İleri Paslar,1410.55,1422.55,1,15.22,4.95
971,Caykur Rizespor (62850),Orta Mesafeli Kale Vuruşları (10-40 mt),1410.55,1422.55,1,15.22,4.95
972,Caykur Rizespor (62850),Paslar adresi bulanlar,1410.55,1422.55,1,15.22,4.95
973,Caykur Rizespor (62850),Set Hücumları,1413.55,1437.55,1,14.5,8.11
974,Caykur Rizespor (62850),Kısa Kale Vuruşları (0-10 mt),1415.55,1427.55,1,28.72,2.59
975,Caykur Rizespor (62850),Paslar adresi bulanlar,1415.55,1427.55,1,28.72,2.59
976,Caykur Rizespor (62850),Kısa Kale Vuruşları (0-10 mt),1417.55,1429.55,1,13.19,4.69
977,Caykur Rizespor (62850),Paslar adresi bulanlar,1417.55,1429.55,1,13.19,4.69
978,Caykur Rizespor (62850),Başarılı İleri Paslar,1419.55,1431.55,1,6.38,17.31
979,Caykur Rizespor (62850),Paslar adresi bulanlar,1419.55,1431.55,1,6.38,17.31
980,Caykur Rizespor (62850),Uzun Kale Vuruşları (40+ mt),1419.55,1431.55,1,6.38,17.31
981,Caykur Rizespor (62850),Uzun paslar,1419.55,1431.55,1,6.38,17.31
982,Caykur Rizespor (62850),İsabetli İlerletici Paslar,1419.55,1431.55,1,6.38,17.31
983,Caykur Rizespor (62850),Başarılı İleri Paslar,1427.55,1439.55,1,58.59,56.1
984,Caykur Rizespor (62850),Kısa Kale Vuruşları (0-10 mt),1427.55,1439.55,1,58.59,56.1
985,Caykur Rizespor (62850),Paslar adresi bulanlar,1427.55,1439.55,1,58.59,56.1
986,Galatasaray (29205),Faul,1429.55,1441.55,1,38.64,10.84
987,Caykur Rizespor (62850),Yapılan Fauller,1429.55,1441.55,1,38.64,10.84
988,Caykur Rizespor (62850),Başarılı İleri Paslar,1489.55,1501.55,1,61.58,54.13
989,Caykur Rizespor (62850),Orta Mesafeli Kale Vuruşları (10-40 mt),1489.55,1501.55,1,61.58,54.13
990,Caykur Rizespor (62850),Paslar adresi bulanlar,1489.55,1501.55,1,61.58,54.13
991,Caykur Rizespor (62850),İsabetli İlerletici Paslar,1489.55,1501.55,1,61.58,54.13
992,Galatasaray (29205),Faul,1491.55,1503.55,1,23.23,4.4
993,Caykur Rizespor (62850),Yapılan Fauller,1491.55,1503.55,1,23.23,4.4
994,Caykur Rizespor (62850),Set Hücumları,1493.55,1499.55,1,61.58,54.13
995,Caykur Rizespor (62850),Başarısız Ceza Sahasına Paslar,1536.55,1548.55,1,79.86,61.89
996,Caykur Rizespor (62850),Başarısız İleri Paslar,1536.55,1548.55,1,79.86,61.89
997,Caykur Rizespor (62850),Başarısız İlerletici Paslar,1536.55,1548.55,1,79.86,61.89
998,Caykur Rizespor (62850),Orta Mesafeli Kale Vuruşları (10-40 mt),1536.55,1548.55,1,79.86,61.89
999,Caykur Rizespor (62850),İsabetsiz paslar,1536.55,1548.55,1,79.86,61.89
1000,Caykur Rizespor (62850),Başarılı hava topu mücadeleleri,1539.55,1551.55,1,97.43,34.01
1001,Caykur Rizespor (62850),Başarılı İkili Mücadeleler,1539.55,1551.55,1,97.43,34.01
1002,Galatasaray (29205),Başarısız İkili Mücadeleler,1539.55,1551.55,1,97.43,34.01
1003,Galatasaray (29205),Kaybedilen hava topu mücadeleleri,1539.55,1551.55,1,97.43,34.01
1004,Caykur Rizespor (62850),Kısa Kale Vuruşları (0-10 mt),1539.55,1551.55,1,97.43,34.01
1005,Caykur Rizespor (62850),İsabetsiz paslar,1539.55,1551.55,1,97.43,34.01
1006,Caykur Rizespor (62850),Serbest Vuruş hücumları,1540.55,1550.55,1,79.86,61.89
1007,Caykur Rizespor (62850),İsabetsiz Şutlar,1541.55,1553.55,1,89.78,37.43
1008,Caykur Rizespor (62850),Şut,1541.55,1553.55,1,89.78,37.43
1009,Galatasaray (29205),Orta Mesafeli Kale Vuruşları (10-40 mt),1566.55,1578.55,1,4.94,41.74
1010,Galatasaray (29205),Paslar adresi bulanlar,1566.55,1578.55,1,4.94,41.74
1011,Galatasaray (29205),Başarılı İleri Paslar,1570.55,1582.55,1,16.77,55.42
1012,Galatasaray (29205),Kısa Kale Vuruşları (0-10 mt),1570.55,1582.55,1,14.38,64.36
1013,Galatasaray (29205),Kısa Kale Vuruşları (0-10 mt),1570.55,1582.55,1,16.77,55.42
1014,Galatasaray (29205),Paslar adresi bulanlar,1570.55,1582.55,1,14.38,64.36
1015,Galatasaray (29205),Paslar adresi bulanlar,1570.55,1582.55,1,16.77,55.42
1016,Galatasaray (29205),Kötü top kontrolü,1572.55,1584.55,1,30.16,58.97
1017,Galatasaray (29205),Top Kaybı,1572.55,1584.55,1,30.16,58.97
1018,Galatasaray (29205),Top kayıpları / kendi yarı sahasında,1572.55,1584.55,1,30.16,58.97
1019,Caykur Rizespor (62850),Geri Kazanılan Toplar,1573.55,1585.55,1,82.73,12.71
1020,Caykur Rizespor (62850),Kısa Kale Vuruşları (0-10 mt),1573.55,1585.55,1,81.42,13.37
1021,Caykur Rizespor (62850),Paslar adresi bulanlar,1573.55,1585.55,1,81.42,13.37
1022,Caykur Rizespor (62850),Rakip sahada geri kazanılan toplar,1573.55,1585.55,1,82.73,12.71
1023,Caykur Rizespor (62850),Başarılı İleri Paslar,1574.55,1586.55,1,74.49,24.28
1024,Caykur Rizespor (62850),Kısa Kale Vuruşları (0-10 mt),1574.55,1586.55,1,74.49,24.28
1025,Caykur Rizespor (62850),Paslar adresi bulanlar,1574.55,1586.55,1,74.49,24.28
1026,Caykur Rizespor (62850),İsabetli İlerletici Paslar,1574.55,1586.55,1,74.49,24.28
1027,Caykur Rizespor (62850),3. Bölgede Başarısız Paslar,1575.55,1587.55,1,87.99,22.05
1028,Galatasaray (29205),Başarılı Top Kapma,1575.55,1587.55,1,87.99,22.05
1029,Galatasaray (29205),Başarılı İkili Mücadeleler,1575.55,1587.55,1,87.99,22.05
1030,Caykur Rizespor (62850),Başarısız Driplingler,1575.55,1587.55,1,87.99,22.05
1031,Caykur Rizespor (62850),Başarısız İkili Mücadeleler,1575.55,1587.55,1,87.99,22.05
1032,Galatasaray (29205),Geri Kazanılan Toplar,1575.55,1587.55,1,17.01,45.95
1033,Caykur Rizespor (62850),Top Kaybı,1575.55,1587.55,1,87.99,22.05
1034,Galatasaray (29205),Orta Mesafeli Kale Vuruşları (10-40 mt),1577.55,1589.55,1,2.32,47.53
1035,Galatasaray (29205),Paslar adresi bulanlar,1577.55,1589.55,1,2.32,47.53
1036,Galatasaray (29205),Başarılı İleri Paslar,1581.55,1593.55,1,3.03,65.94
1037,Galatasaray (29205),Kısa Kale Vuruşları (0-10 mt),1581.55,1593.55,1,3.03,65.94
1038,Galatasaray (29205),Paslar adresi bulanlar,1581.55,1593.55,1,3.03,65.94
1039,Galatasaray (29205),Başarısız İleri Paslar,1583.55,1595.55,1,2.08,64.1
1040,Caykur Rizespor (62850),Geri Kazanılan Toplar,1583.55,1595.55,1,100.89,3.9
1041,Galatasaray (29205),Kısa Kale Vuruşları (0-10 mt),1583.55,1595.55,1,2.08,64.1
1042,Caykur Rizespor (62850),Rakip sahada geri kazanılan toplar,1583.55,1595.55,1,100.89,3.9
1043,Galatasaray (29205),Top Kaybı,1583.55,1595.55,1,4.11,64.1
1044,Galatasaray (29205),Top kayıpları / kendi yarı sahasında,1583.55,1595.55,1,4.11,64.1
1045,Galatasaray (29205),İsabetsiz paslar,1583.55,1595.55,1,2.08,64.1
1046,Caykur Rizespor (62850),Kısa Kale Vuruşları (0-10 mt),1585.55,1597.55,1,99.94,6.27
1047,Caykur Rizespor (62850),İsabetsiz paslar,1585.55,1597.55,1,99.94,6.27
1048,Galatasaray (29205),Başarılı İkili Mücadeleler,1586.55,1598.55,1,7.81,65.68
1049,Caykur Rizespor (62850),Başarısız İkili Mücadeleler,1586.55,1598.55,1,7.81,65.68
1050,Caykur Rizespor (62850),Top Kaybı,1586.55,1598.55,1,97.19,2.32
1051,Caykur Rizespor (62850),Kontra Ataklar,1589.55,1595.55,1,101.49,5.74
1052,Galatasaray (29205),Kısa Kale Vuruşları (0-10 mt),1610.55,1622.55,1,11.87,68.0
1053,Galatasaray (29205),Paslar adresi bulanlar,1610.55,1622.55,1,11.87,68.0
1054,Galatasaray (29205),Başarılı hava topu mücadeleleri,1611.55,1623.55,1,14.14,63.31
1055,Galatasaray (29205),Başarılı İkili Mücadeleler,1611.55,1623.55,1,14.14,63.31
1056,Caykur Rizespor (62850),Başarısız İkili Mücadeleler,1611.55,1623.55,1,14.14,63.31
1057,Caykur Rizespor (62850),Kaybedilen hava topu mücadeleleri,1611.55,1623.55,1,14.14,63.31
1058,Galatasaray (29205),Kısa Kale Vuruşları (0-10 mt),1611.55,1623.55,1,14.14,63.31
1059,Galatasaray (29205),Paslar adresi bulanlar,1611.55,1623.55,1,14.14,63.31
1060,Galatasaray (29205),Başarılı İleri Paslar,1613.55,1625.55,1,8.17,65.94
1061,Galatasaray (29205),Orta Mesafeli Kale Vuruşları (10-40 mt),1613.55,1625.55,1,8.17,65.94
1062,Galatasaray (29205),Paslar adresi bulanlar,1613.55,1625.55,1,8.17,65.94
1063,Galatasaray (29205),İsabetli İlerletici Paslar,1613.55,1625.55,1,8.17,65.94
1064,Galatasaray (29205),Set Hücumları,1614.55,1670.55,1,11.87,68.0
1065,Galatasaray (29205),Başarılı İleri Paslar,1616.55,1628.55,1,33.26,48.06
1066,Galatasaray (29205),Kısa Kale Vuruşları (0-10 mt),1616.55,1628.55,1,33.26,48.06
1067,Galatasaray (29205),Paslar adresi bulanlar,1616.55,1628.55,1,33.26,48.06
1068,Galatasaray (29205),Orta Mesafeli Kale Vuruşları (10-40 mt),1618.55,1630.55,1,41.15,39.9
1069,Galatasaray (29205),Paslar adresi bulanlar,1618.55,1630.55,1,41.15,39.9
1070,Galatasaray (29205),Top Taşıma,1621.55,1633.55,1,53.34,19.13
1071,Galatasaray (29205),Orta Mesafeli Kale Vuruşları (10-40 mt),1624.55,1636.55,1,69.23,2.56
1072,Galatasaray (29205),Paslar adresi bulanlar,1624.55,1636.55,1,69.23,2.56
1073,Galatasaray (29205),Başarılı İleri Paslar,1626.55,1638.55,1,47.96,9.53
1074,Galatasaray (29205),Kısa Kale Vuruşları (0-10 mt),1626.55,1638.55,1,47.96,9.53
1075,Galatasaray (29205),Paslar adresi bulanlar,1626.55,1638.55,1,47.96,9.53
1076,Galatasaray (29205),Kısa Kale Vuruşları (0-10 mt),1630.55,1642.55,1,59.79,22.68
1077,Galatasaray (29205),Paslar adresi bulanlar,1630.55,1642.55,1,59.79,22.68
1078,Galatasaray (29205),Orta Mesafeli Kale Vuruşları (10-40 mt),1631.55,1643.55,1,56.92,27.81
1079,Galatasaray (29205),Paslar adresi bulanlar,1631.55,1643.55,1,56.92,27.81
1080,Galatasaray (29205),Başarılı İleri Paslar,1633.55,1645.55,1,48.92,45.16
1081,Galatasaray (29205),Orta Mesafeli Kale Vuruşları (10-40 mt),1633.55,1645.55,1,48.92,45.16
1082,Galatasaray (29205),Paslar adresi bulanlar,1633.55,1645.55,1,48.92,45.16
1083,Galatasaray (29205),İsabetli İlerletici Paslar,1633.55,1645.55,1,48.92,45.16
1084,Galatasaray (29205),Kısa Kale Vuruşları (0-10 mt),1637.55,1649.55,1,79.03,65.28
1085,Galatasaray (29205),Paslar adresi bulanlar,1637.55,1649.55,1,79.03,65.28
1086,Galatasaray (29205),Orta Mesafeli Kale Vuruşları (10-40 mt),1642.55,1654.55,1,78.19,57.0
1087,Galatasaray (29205),Paslar adresi bulanlar,1642.55,1654.55,1,78.19,57.0
1088,Galatasaray (29205),Orta Mesafeli Kale Vuruşları (10-40 mt),1644.55,1656.55,1,61.7,43.58
1089,Galatasaray (29205),Paslar adresi bulanlar,1644.55,1656.55,1,61.7,43.58
1090,Galatasaray (29205),Başarılı İleri Paslar,1646.55,1658.55,1,65.64,23.07
1091,Galatasaray (29205),Kısa Kale Vuruşları (0-10 mt),1646.55,1658.55,1,65.64,23.07
1092,Galatasaray (29205),Paslar adresi bulanlar,1646.55,1658.55,1,65.64,23.07
1093,Galatasaray (29205),İsabetli İlerletici Paslar,1646.55,1658.55,1,65.64,23.07
1094,Galatasaray (29205),Kısa Kale Vuruşları (0-10 mt),1647.55,1659.55,1,71.74,33.07
1095,Galatasaray (29205),Paslar adresi bulanlar,1647.55,1659.55,1,71.74,33.07
1096,Galatasaray (29205),Orta Mesafeli Kale Vuruşları (10-40 mt),1650.55,1662.55,1,77.11,26.89
1097,Galatasaray (29205),Paslar adresi bulanlar,1650.55,1662.55,1,77.11,26.89
1098,Galatasaray (29205),Başarılı İleri Paslar,1653.55,1665.55,1,67.56,43.06
1099,Galatasaray (29205),Orta Mesafeli Kale Vuruşları (10-40 mt),1653.55,1665.55,1,67.56,43.06
1100,Galatasaray (29205),Paslar adresi bulanlar,1653.55,1665.55,1,67.56,43.06
1101,Galatasaray (29205),İsabetli İlerletici Paslar,1653.55,1665.55,1,67.56,43.06
1102,Galatasaray (29205),Başarılı İleri Paslar,1655.55,1667.55,1,77.83,56.6
1103,Galatasaray (29205),Orta Mesafeli Kale Vuruşları (10-40 mt),1655.55,1667.55,1,77.83,56.6
1104,Galatasaray (29205),Paslar adresi bulanlar,1655.55,1667.55,1,77.83,56.6
1105,Galatasaray (29205),İsabetli İlerletici Paslar,1655.55,1667.55,1,77.83,56.6
1106,Galatasaray (29205),Başarısız Ceza Sahasına Paslar,1657.55,1669.55,1,95.4,62.78
1107,Galatasaray (29205),Orta Mesafeli Kale Vuruşları (10-40 mt),1657.55,1669.55,1,95.4,62.78
1108,Galatasaray (29205),İsabetsiz Ortalar,1657.55,1669.55,1,95.4,62.78
1109,Galatasaray (29205),İsabetsiz paslar,1657.55,1669.55,1,95.4,62.78
1110,Caykur Rizespor (62850),Uzaklaştırma,1658.55,1670.55,1,7.45,31.38
1111,Galatasaray (29205),Başarılı İleri Paslar,1674.55,1686.55,1,75.68,68.0
1112,Galatasaray (29205),Ceza sahasına / İsabetli,1674.55,1686.55,1,75.68,68.0
1113,Galatasaray (29205),Orta Mesafeli Kale Vuruşları (10-40 mt),1674.55,1686.55,1,75.68,68.0
1114,Galatasaray (29205),Paslar adresi bulanlar,1674.55,1686.55,1,75.68,68.0
1115,Galatasaray (29205),İsabetli İlerletici Paslar,1674.55,1686.55,1,75.68,68.0
1116,Galatasaray (29205),Kısa Kale Vuruşları (0-10 mt),1678.55,1690.55,1,103.28,51.74
1117,Galatasaray (29205),İsabetsiz paslar,1678.55,1690.55,1,103.28,51.74
1118,Galatasaray (29205),Taç atışları,1678.55,1693.55,1,75.68,68.0
1119,Caykur Rizespor (62850),Başarısız İleri Paslar,1679.55,1691.55,1,3.75,30.86
1120,Caykur Rizespor (62850),Orta Mesafeli Kale Vuruşları (10-40 mt),1679.55,1691.55,1,3.75,30.86
1121,Caykur Rizespor (62850),İsabetsiz paslar,1679.55,1691.55,1,3.75,30.86
1122,Galatasaray (29205),Kısa Kale Vuruşları (0-10 mt),1682.55,1694.55,1,94.56,25.04
1123,Galatasaray (29205),Paslar adresi bulanlar,1682.55,1694.55,1,94.56,25.04
1124,Galatasaray (29205),Engellenen Şutlar,1683.55,1695.55,1,94.8,30.3
1125,Galatasaray (29205),Şut,1683.55,1695.55,1,94.8,30.3
1126,Galatasaray (29205),Kısa Kale Vuruşları (0-10 mt),1700.55,1712.55,1,105.0,68.0
1127,Galatasaray (29205),Paslar adresi bulanlar,1700.55,1712.55,1,105.0,68.0
1128,Galatasaray (29205),Ceza sahasına / İsabetli,1702.55,1714.55,1,100.3,66.86
1129,Galatasaray (29205),Orta Mesafeli Kale Vuruşları (10-40 mt),1702.55,1714.55,1,100.3,66.86
1130,Galatasaray (29205),Paslar adresi bulanlar,1702.55,1714.55,1,100.3,66.86
1131,Galatasaray (29205),İsabetli Ortalar,1702.55,1714.55,1,100.3,66.86
1132,Galatasaray (29205),Korner Hücumları,1704.55,1713.55,1,105.0,68.0
1133,Galatasaray (29205),Kısa Kale Vuruşları (0-10 mt),1704.55,1716.55,1,93.84,40.56
1134,Galatasaray (29205),Top Kaybı,1704.55,1716.55,1,99.34,30.57
1135,Galatasaray (29205),İsabetsiz paslar,1704.55,1716.55,1,93.84,40.56
1136,Caykur Rizespor (62850),Başarısız Uzun Toplar,1725.55,1737.55,1,4.35,37.56
1137,Caykur Rizespor (62850),Başarısız İleri Paslar,1725.55,1737.55,1,4.35,37.56
1138,Caykur Rizespor (62850),Başarısız İlerletici Paslar,1725.55,1737.55,1,4.35,37.56
1139,Caykur Rizespor (62850),Top Kaybı,1725.55,1737.55,1,58.59,45.85
1140,Caykur Rizespor (62850),Uzun Kale Vuruşları (40+ mt),1725.55,1737.55,1,4.35,37.56
1141,Caykur Rizespor (62850),İsabetsiz paslar,1725.55,1737.55,1,4.35,37.56
1142,Galatasaray (29205),Başarılı İleri Paslar,1728.55,1740.55,1,46.41,22.15
1143,Galatasaray (29205),Geri Kazanılan Toplar,1728.55,1740.55,1,46.41,22.15
1144,Galatasaray (29205),Kısa Kale Vuruşları (0-10 mt),1728.55,1740.55,1,46.41,22.15
1145,Galatasaray (29205),Paslar adresi bulanlar,1728.55,1740.55,1,46.41,22.15
1146,Galatasaray (29205),Başarılı hava topu mücadeleleri,1731.55,1743.55,1,57.16,27.94
1147,Galatasaray (29205),Başarılı İkili Mücadeleler,1731.55,1743.55,1,57.16,27.94
1148,Caykur Rizespor (62850),Başarısız İkili Mücadeleler,1731.55,1743.55,1,57.16,27.94
1149,Caykur Rizespor (62850),Kaybedilen hava topu mücadeleleri,1731.55,1743.55,1,57.16,27.94
1150,Galatasaray (29205),Başarılı driplingler,1732.55,1744.55,1,58.71,29.52
1151,Galatasaray (29205),Başarılı İkili Mücadeleler,1732.55,1744.55,1,58.71,29.52
1152,Caykur Rizespor (62850),Başarısız Top Kapma,1732.55,1744.55,1,58.71,29.52
1153,Caykur Rizespor (62850),Başarısız İkili Mücadeleler,1732.55,1744.55,1,58.71,29.52
1154,Galatasaray (29205),Set Hücumları,1732.55,1745.55,1,46.41,22.15
1155,Galatasaray (29205),Başarılı İleri Paslar,1733.55,1745.55,1,60.63,30.44
1156,Galatasaray (29205),Kısa Kale Vuruşları (0-10 mt),1733.55,1745.55,1,60.63,30.44
1157,Galatasaray (29205),Paslar adresi bulanlar,1733.55,1745.55,1,60.63,30.44
1158,Galatasaray (29205),İsabetli İlerletici Paslar,1733.55,1745.55,1,60.63,30.44
1159,Galatasaray (29205),Başarısız İleri Paslar,1734.55,1746.55,1,75.08,34.12
1160,Galatasaray (29205),Başarısız İlerletici Paslar,1734.55,1746.55,1,75.08,34.12
