ID;start;end;code;team;action;half;pos_x;pos_y
852;1570.55;1582.55;8. Gabriel Sara (533884) - Paslar adresi bulanlar;Galatasaray (29205);Paslar adresi bulanlar;1;16.77;55.42
853;1572.55;1584.55;77. Noa Lang (815422) - Kötü top kontrolü;Galatasaray (29205);Kötü top kontrolü;1;30.16;58.97
854;1572.55;1584.55;77. Noa Lang (815422) - Top Kaybı;Galatasaray (29205);Top Kaybı;1;30.16;58.97
855;1572.55;1584.55;77. Noa Lang (815422) - Top kayıpları / kendi yarı sahasında;Galatasaray (29205);Top kayıpları / kendi yarı sahasında;1;30.16;58.97
856;1573.55;1585.55;20. Qazim Laçi (808862) - Geri Kazanılan Toplar;Caykur Rizespor (62850);Geri Kazanılan Toplar;1;82.73;12.71
857;1573.55;1585.55;20. Qazim Laçi (808862) - Paslar adresi bulanlar;Caykur Rizespor (62850);Paslar adresi bulanlar;1;81.42;13.37
858;1573.55;1585.55;20. Qazim Laçi (808862) - Rakip sahada geri kazanılan toplar;Caykur Rizespor (62850);Rakip sahada geri kazanılan toplar;1;82.73;12.71
859;1574.55;1586.55;14. Taylan Antalyalı (74432) - Başarılı İleri Paslar;Caykur Rizespor (62850);Başarılı İleri Paslar;1;74.49;24.28
860;1574.55;1586.55;14. Taylan Antalyalı (74432) - Paslar adresi bulanlar;Caykur Rizespor (62850);Paslar adresi bulanlar;1;74.49;24.28
861;1574.55;1586.55;14. Taylan Antalyalı (74432) - İsabetli İlerletici Paslar;Caykur Rizespor (62850);İsabetli İlerletici Paslar;1;74.49;24.28
862;1575.55;1587.55;9. Ali Sowe (1389884) - 3. Bölgede Başarısız Paslar;Caykur Rizespor (62850);3. Bölgede Başarısız Paslar;1;87.99;22.05
863;1575.55;1587.55;42. Abdülkerim Bardakcı (126526) - Başarılı Top Kapma;Galatasaray (29205);Başarılı Top Kapma;1;87.99;22.05
864;1575.55;1587.55;42. Abdülkerim Bardakcı (126526) - Başarılı İkili Mücadeleler;Galatasaray (29205);Başarılı İkili Mücadeleler;1;87.99;22.05
865;1575.55;1587.55;9. Ali Sowe (1389884) - Başarısız Driplingler;Caykur Rizespor (62850);Başarısız Driplingler;1;87.99;22.05
866;1575.55;1587.55;9. Ali Sowe (1389884) - Başarısız İkili Mücadeleler;Caykur Rizespor (62850);Başarısız İkili Mücadeleler;1;87.99;22.05
867;1575.55;1587.55;42. Abdülkerim Bardakcı (126526) - Geri Kazanılan Toplar;Galatasaray (29205);Geri Kazanılan Toplar;1;17.01;45.95
868;1575.55;1587.55;9. Ali Sowe (1389884) - Top Kaybı;Caykur Rizespor (62850);Top Kaybı;1;87.99;22.05
869;1577.55;1589.55;42. Abdülkerim Bardakcı (126526) - Paslar adresi bulanlar;Galatasaray (29205);Paslar adresi bulanlar;1;2.32;47.53
870;1581.55;1593.55;8. Gabriel Sara (533884) - Başarılı İleri Paslar;Galatasaray (29205);Başarılı İleri Paslar;1;3.03;65.94
871;1581.55;1593.55;8. Gabriel Sara (533884) - Paslar adresi bulanlar;Galatasaray (29205);Paslar adresi bulanlar;1;3.03;65.94
872;1583.55;1595.55;77. Noa Lang (815422) - Başarısız İleri Paslar;Galatasaray (29205);Başarısız İleri Paslar;1;2.08;64.1
873;1583.55;1595.55;14. Taylan Antalyalı (74432) - Geri Kazanılan Toplar;Caykur Rizespor (62850);Geri Kazanılan Toplar;1;100.89;3.9
874;1583.55;1595.55;14. Taylan Antalyalı (74432) - Rakip sahada geri kazanılan toplar;Caykur Rizespor (62850);Rakip sahada geri kazanılan toplar;1;100.89;3.9
875;1583.55;1595.55;77. Noa Lang (815422) - Top Kaybı;Galatasaray (29205);Top Kaybı;1;4.11;64.1
876;1583.55;1595.55;77. Noa Lang (815422) - Top kayıpları / kendi yarı sahasında;Galatasaray (29205);Top kayıpları / kendi yarı sahasında;1;4.11;64.1
877;1583.55;1595.55;77. Noa Lang (815422) - İsabetsiz paslar;Galatasaray (29205);İsabetsiz paslar;1;2.08;64.1
878;1585.55;1597.55;9. Ali Sowe (1389884) - İsabetsiz paslar;Caykur Rizespor (62850);İsabetsiz paslar;1;99.94;6.27
879;1586.55;1598.55;8. Gabriel Sara (533884) - Başarılı İkili Mücadeleler;Galatasaray (29205);Başarılı İkili Mücadeleler;1;7.81;65.68
880;1586.55;1598.55;9. Ali Sowe (1389884) - Başarısız İkili Mücadeleler;Caykur Rizespor (62850);Başarısız İkili Mücadeleler;1;7.81;65.68
881;1586.55;1598.55;9. Ali Sowe (1389884) - Top Kaybı;Caykur Rizespor (62850);Top Kaybı;1;97.19;2.32
882;1589.55;1595.55;9. Ali Sowe (1389884) - Kontra Atak Oyunu;Caykur Rizespor (62850);Kontra Atak Oyunu;1;101.49;5.74
883;1610.55;1622.55;4. Ismail Jakobs (673189) - Paslar adresi bulanlar;Galatasaray (29205);Paslar adresi bulanlar;1;11.87;68.0
884;1611.55;1623.55;8. Gabriel Sara (533884) - Başarılı hava topu mücadeleleri;Galatasaray (29205);Başarılı hava topu mücadeleleri;1;14.14;63.31
885;1611.55;1623.55;8. Gabriel Sara (533884) - Başarılı İkili Mücadeleler;Galatasaray (29205);Başarılı İkili Mücadeleler;1;14.14;63.31
886;1611.55;1623.55;10. Ibrahim Olawoyin (1079289) - Başarısız İkili Mücadeleler;Caykur Rizespor (62850);Başarısız İkili Mücadeleler;1;14.14;63.31
887;1611.55;1623.55;10. Ibrahim Olawoyin (1079289) - Kaybedilen hava topu mücadeleleri;Caykur Rizespor (62850);Kaybedilen hava topu mücadeleleri;1;14.14;63.31
888;1611.55;1623.55;8. Gabriel Sara (533884) - Paslar adresi bulanlar;Galatasaray (29205);Paslar adresi bulanlar;1;14.14;63.31
889;1613.55;1625.55;4. Ismail Jakobs (673189) - Başarılı İleri Paslar;Galatasaray (29205);Başarılı İleri Paslar;1;8.17;65.94
890;1613.55;1625.55;4. Ismail Jakobs (673189) - Paslar adresi bulanlar;Galatasaray (29205);Paslar adresi bulanlar;1;8.17;65.94
891;1613.55;1625.55;4. Ismail Jakobs (673189) - İsabetli İlerletici Paslar;Galatasaray (29205);İsabetli İlerletici Paslar;1;8.17;65.94
892;1614.55;1670.55;4. Ismail Jakobs (673189) - Set Hücumu Oyunu;Galatasaray (29205);Set Hücumu Oyunu;1;11.87;68.0
893;1614.55;1670.55;6. Davinson Sánchez (1647732) - Set Hücumu Oyunu;Galatasaray (29205);Set Hücumu Oyunu;1;11.87;68.0
894;1614.55;1670.55;7. Roland Sallai (1282353) - Set Hücumu Oyunu;Galatasaray (29205);Set Hücumu Oyunu;1;11.87;68.0
895;1614.55;1670.55;8. Gabriel Sara (533884) - Set Hücumu Oyunu;Galatasaray (29205);Set Hücumu Oyunu;1;11.87;68.0
896;1614.55;1670.55;11. Yunus Akgün (27735) - Set Hücumu Oyunu;Galatasaray (29205);Set Hücumu Oyunu;1;11.87;68.0
897;1614.55;1670.55;34. Lucas Torreira (1469956) - Set Hücumu Oyunu;Galatasaray (29205);Set Hücumu Oyunu;1;11.87;68.0
898;1614.55;1670.55;42. Abdülkerim Bardakcı (126526) - Set Hücumu Oyunu;Galatasaray (29205);Set Hücumu Oyunu;1;11.87;68.0
899;1614.55;1670.55;45. Victor Osimhen (1093704) - Set Hücumu Oyunu;Galatasaray (29205);Set Hücumu Oyunu;1;11.87;68.0
900;1614.55;1670.55;53. Barış Alper Yılmaz (1589859) - Set Hücumu Oyunu;Galatasaray (29205);Set Hücumu Oyunu;1;11.87;68.0
901;1614.55;1670.55;77. Noa Lang (815422) - Set Hücumu Oyunu;Galatasaray (29205);Set Hücumu Oyunu;1;11.87;68.0
902;1616.55;1628.55;34. Lucas Torreira (1469956) - Başarılı İleri Paslar;Galatasaray (29205);Başarılı İleri Paslar;1;33.26;48.06
903;1616.55;1628.55;34. Lucas Torreira (1469956) - Paslar adresi bulanlar;Galatasaray (29205);Paslar adresi bulanlar;1;33.26;48.06
904;1618.55;1630.55;45. Victor Osimhen (1093704) - Paslar adresi bulanlar;Galatasaray (29205);Paslar adresi bulanlar;1;41.15;39.9
905;1621.55;1633.55;53. Barış Alper Yılmaz (1589859) - Top Taşıma;Galatasaray (29205);Top Taşıma;1;53.34;19.13
906;1624.55;1636.55;53. Barış Alper Yılmaz (1589859) - Paslar adresi bulanlar;Galatasaray (29205);Paslar adresi bulanlar;1;69.23;2.56
907;1626.55;1638.55;7. Roland Sallai (1282353) - Başarılı İleri Paslar;Galatasaray (29205);Başarılı İleri Paslar;1;47.96;9.53
908;1626.55;1638.55;7. Roland Sallai (1282353) - Paslar adresi bulanlar;Galatasaray (29205);Paslar adresi bulanlar;1;47.96;9.53
909;1630.55;1642.55;11. Yunus Akgün (27735) - Paslar adresi bulanlar;Galatasaray (29205);Paslar adresi bulanlar;1;59.79;22.68
910;1631.55;1643.55;34. Lucas Torreira (1469956) - Paslar adresi bulanlar;Galatasaray (29205);Paslar adresi bulanlar;1;56.92;27.81
911;1633.55;1645.55;42. Abdülkerim Bardakcı (126526) - Başarılı İleri Paslar;Galatasaray (29205);Başarılı İleri Paslar;1;48.92;45.16
912;1633.55;1645.55;42. Abdülkerim Bardakcı (126526) - Paslar adresi bulanlar;Galatasaray (29205);Paslar adresi bulanlar;1;48.92;45.16
913;1633.55;1645.55;42. Abdülkerim Bardakcı (126526) - İsabetli İlerletici Paslar;Galatasaray (29205);İsabetli İlerletici Paslar;1;48.92;45.16
914;1637.55;1649.55;4. Ismail Jakobs (673189) - Paslar adresi bulanlar;Galatasaray (29205);Paslar adresi bulanlar;1;79.03;65.28
915;1642.55;1654.55;77. Noa Lang (815422) - Paslar adresi bulanlar;Galatasaray (29205);Paslar adresi bulanlar;1;78.19;57.0
916;1644.55;1656.55;11. Yunus Akgün (27735) - Paslar adresi bulanlar;Galatasaray (29205);Paslar adresi bulanlar;1;61.7;43.58
917;1646.55;1658.55;6. Davinson Sánchez (1647732) - Başarılı İleri Paslar;Galatasaray (29205);Başarılı İleri Paslar;1;65.64;23.07
918;1646.55;1658.55;6. Davinson Sánchez (1647732) - Paslar adresi bulanlar;Galatasaray (29205);Paslar adresi bulanlar;1;65.64;23.07
919;1646.55;1658.55;6. Davinson Sánchez (1647732) - İsabetli İlerletici Paslar;Galatasaray (29205);İsabetli İlerletici Paslar;1;65.64;23.07
920;1647.55;1659.55;34. Lucas Torreira (1469956) - Paslar adresi bulanlar;Galatasaray (29205);Paslar adresi bulanlar;1;71.74;33.07
921;1650.55;1662.55;53. Barış Alper Yılmaz (1589859) - Paslar adresi bulanlar;Galatasaray (29205);Paslar adresi bulanlar;1;77.11;26.89
922;1653.55;1665.55;8. Gabriel Sara (533884) - Başarılı İleri Paslar;Galatasaray (29205);Başarılı İleri Paslar;1;67.56;43.06
923;1653.55;1665.55;8. Gabriel Sara (533884) - Paslar adresi bulanlar;Galatasaray (29205);Paslar adresi bulanlar;1;67.56;43.06
924;1653.55;1665.55;8. Gabriel Sara (533884) - İsabetli İlerletici Paslar;Galatasaray (29205);İsabetli İlerletici Paslar;1;67.56;43.06
925;1655.55;1667.55;11. Yunus Akgün (27735) - Başarılı İleri Paslar;Galatasaray (29205);Başarılı İleri Paslar;1;77.83;56.6
926;1655.55;1667.55;11. Yunus Akgün (27735) - Paslar adresi bulanlar;Galatasaray (29205);Paslar adresi bulanlar;1;77.83;56.6
927;1655.55;1667.55;11. Yunus Akgün (27735) - İsabetli İlerletici Paslar;Galatasaray (29205);İsabetli İlerletici Paslar;1;77.83;56.6
928;1657.55;1669.55;4. Ismail Jakobs (673189) - Başarısız Ceza Sahasına Paslar;Galatasaray (29205);Başarısız Ceza Sahasına Paslar;1;95.4;62.78
929;1657.55;1669.55;4. Ismail Jakobs (673189) - İsabetsiz Ortalar;Galatasaray (29205);İsabetsiz Ortalar;1;95.4;62.78
930;1657.55;1669.55;4. Ismail Jakobs (673189) - İsabetsiz paslar;Galatasaray (29205);İsabetsiz paslar;1;95.4;62.78
931;1658.55;1670.55;4. Attila Mocsi (981916) - Uzaklaştırma;Caykur Rizespor (62850);Uzaklaştırma;1;7.45;31.38
932;1674.55;1686.55;4. Ismail Jakobs (673189) - Başarılı İleri Paslar;Galatasaray (29205);Başarılı İleri Paslar;1;75.68;68.0
933;1674.55;1686.55;4. Ismail Jakobs (673189) - Ceza sahasına / İsabetli;Galatasaray (29205);Ceza sahasına / İsabetli;1;75.68;68.0
934;1674.55;1686.55;4. Ismail Jakobs (673189) - Paslar adresi bulanlar;Galatasaray (29205);Paslar adresi bulanlar;1;75.68;68.0
935;1674.55;1686.55;4. Ismail Jakobs (673189) - İsabetli İlerletici Paslar;Galatasaray (29205);İsabetli İlerletici Paslar;1;75.68;68.0
936;1678.55;1690.55;8. Gabriel Sara (533884) - İsabetsiz paslar;Galatasaray (29205);İsabetsiz paslar;1;103.28;51.74
937;1678.55;1693.55;4. Ismail Jakobs (673189) - Duran Top Hücumu Oyunu;Galatasaray (29205);Duran Top Hücumu Oyunu;1;75.68;68.0
938;1678.55;1693.55;7. Roland Sallai (1282353) - Duran Top Hücumu Oyunu;Galatasaray (29205);Duran Top Hücumu Oyunu;1;75.68;68.0
939;1678.55;1693.55;8. Gabriel Sara (533884) - Duran Top Hücumu Oyunu;Galatasaray (29205);Duran Top Hücumu Oyunu;1;75.68;68.0
940;1678.55;1693.55;45. Victor Osimhen (1093704) - Duran Top Hücumu Oyunu;Galatasaray (29205);Duran Top Hücumu Oyunu;1;75.68;68.0
941;1678.55;1693.55;4. Ismail Jakobs (673189) - Şutla Biten Duran Toplarda Yer Alma;Galatasaray (29205);Şutla Biten Duran Toplarda Yer Alma;1;75.68;68.0
942;1678.55;1693.55;7. Roland Sallai (1282353) - Şutla Biten Duran Toplarda Yer Alma;Galatasaray (29205);Şutla Biten Duran Toplarda Yer Alma;1;75.68;68.0
